@RELATION STAR-AB

@ATTRIBUTE jh NUMERIC
@ATTRIBUTE hk NUMERIC
@ATTRIBUTE jk NUMERIC
@ATTRIBUTE grp {a,b}


@DATA
0.01099968,0.082000256,0.092999935,a
0.20699978,0.05700016,0.26399994,a
9.999275E-4,0.048999786,0.049999714,a
0.14800024,0.08400011,0.23200035,a
0.12599945,0.045000076,0.17099953,a
0.0710001,0.0710001,0.1420002,a
-0.096999645,0.032999992,-0.06399965,a
-0.07399988,0.013999939,-0.059999943,a
0.062999725,0.19000006,0.25299978,a
0.28999996,0.06099987,0.35099983,a
0.055000305,0.09399986,0.14900017,a
0.082000256,0.042999744,0.125,a
0.26100063,0.08500004,0.34600067,a
-0.01999998,-0.03700018,-0.05700016,a
0.42800045,0.17000008,0.5980005,a
0.12199974,0.045000076,0.16699982,a
0.31099987,0.09899998,0.40999985,a
-0.09500027,0.0089998245,-0.08600044,a
0.031000137,0.021999836,0.052999973,a
0.012000084,0.06099987,0.072999954,a
0.4500003,0.02399993,0.47400022,a
0.16400051,0.043999672,0.20800018,a
0.5289998,0.204,0.7329998,a
0.13100004,0.05199957,0.18299961,a
0.10199976,0.052000046,0.1539998,a
0.032999992,0.08700037,0.12000036,a
-0.07000017,0.0539999,-0.01600027,a
-0.03600025,0.02300024,-0.013000011,a
0.12800026,0.026000023,0.15400028,a
0.069999695,0.058000565,0.12800026,a
-0.010000229,0.03999996,0.029999733,a
0.34800005,0.12800026,0.4760003,a
-0.031000614,-0.00799942,-0.039000034,a
0.02300024,0.0050001144,0.028000355,a
0.2550001,0.055000305,0.31000042,a
0.21899986,0.040999413,0.25999928,a
0.27799988,0.09700012,0.375,a
0.120999336,0.034000397,0.15499973,a
0.33500004,0.08300018,0.41800022,a
0.09899998,0.08100033,0.1800003,a
0.059999943,0.12599993,0.18599987,a
0.021999836,0.019000053,0.04099989,a
0.05700016,0.08899975,0.14599991,a
0.22100067,0.07999945,0.30100012,a
0.07399988,0.0710001,0.14499998,a
-0.022999763,0.04799986,0.025000095,a
0.29999924,0.09200001,0.39199924,a
0.021999836,0.11399984,0.13599968,a
-0.014000416,0.07000017,0.055999756,a
0.3000002,0.22800016,0.52800035,a
0.055999756,0.10000038,0.15600014,a
0.05499983,0.10800028,0.1630001,a
-0.07599974,0.007999897,-0.06799984,a
0.30200005,0.05700016,0.3590002,a
0.22399998,0.0010004044,0.22500038,a
-0.004000187,0.031000137,0.02699995,a
0.05300045,0.045000076,0.09800053,a
0.059999466,0.065999985,0.12599945,a
-0.059000015,0.011999607,-0.04700041,a
0.12900066,0.06899929,0.19799995,a
0.015000105,0.072999954,0.08800006,a
0.24300003,0.03200054,0.27500057,a
0.19899988,0.1789999,0.37799978,a
0.2739997,0.123000145,0.39699984,a
0.17500019,0.059000015,0.2340002,a
0.07399988,0.09000015,0.16400003,a
-0.078999996,0.03000021,-0.048999786,a
0.07000017,0.09899998,0.16900015,a
0.017999649,0.004000187,0.021999836,a
0.1079998,0.055999756,0.16399956,a
0.23000002,0.08400011,0.31400013,a
0.16800022,0.105000496,0.27300072,a
0.2859993,0.06000042,0.34599972,a
0.14599991,0.07400036,0.22000027,a
0.16400051,0.06199932,0.22599983,a
0.24200058,0.08899975,0.33100033,a
0.032000065,0.019000053,0.05100012,a
0.08500004,0.073999405,0.15899944,a
0.13199997,0.01999998,0.15199995,a
-0.11700058,0.06800079,-0.048999786,a
0.25,0.022000313,0.2720003,a
0.20499992,0.10099983,0.30599976,a
0.15600014,0.08799982,0.24399996,a
0.20100021,0.08199978,0.283,a
0.062000275,0.07200003,0.1340003,a
0.08699989,0.06400013,0.15100002,a
-0.059000015,0.013999939,-0.045000076,a
-0.08500004,-0.007999897,-0.092999935,a
0.25999975,0.13100004,0.3909998,a
0.25899982,0.05000019,0.30900002,a
0.1760006,0.076999664,0.25300026,a
0.19799995,0.024000168,0.22200012,a
0.12699986,0.06499958,0.19199944,a
0.1079998,0.040999413,0.14899921,a
0.44500017,0.13500023,0.5800004,a
0.16899967,-0.005999565,0.1630001,a
0.15699959,0.022000313,0.1789999,a
0.18299961,0.031000137,0.21399975,a
0.23200035,0.14899969,0.38100004,a
0.11899996,0.0630002,0.18200016,a
-0.062000275,0.008000374,-0.0539999,a
0.05700016,0.07999992,0.13700008,a
0.11100006,0.041000366,0.15200043,a
0.112999916,0.07800007,0.19099998,a
0.11899996,0.06700039,0.18600035,a
-0.038000107,0.03600025,-0.001999855,a
0.08699989,0.03700018,0.12400007,a
0.10099983,0.031000137,0.13199997,a
-0.041999817,-9.999275E-4,-0.042999744,a
-0.052000046,0.004000187,-0.04799986,a
-0.024000168,0.0020003319,-0.021999836,a
0.21500015,0.083999634,0.2989998,a
0.08599949,0.0720005,0.15799999,a
0.1449995,0.032999992,0.1779995,a
0.0,0.0050001144,0.0050001144,a
-0.06700039,0.006000042,-0.061000347,a
0.06399965,0.06400013,0.12799978,a
-0.0020008087,-0.028999329,-0.031000137,a
0.25800037,0.07800007,0.33600044,a
0.119999886,0.0720005,0.19200039,a
0.099999905,0.09000015,0.19000006,a
0.10599995,-0.005999565,0.10000038,a
-0.031000137,0.0149998665,-0.01600027,a
0.17500019,0.04300022,0.21800041,a
0.25,0.058000565,0.30800056,a
0.12799978,0.06699991,0.1949997,a
0.24800014,0.034000397,0.28200054,a
0.11499977,0.04300022,0.15799999,a
0.106999874,0.07800007,0.18499994,a
-0.11100006,-0.04400015,-0.15500021,a
0.21999979,0.1340003,0.3540001,a
0.2699995,0.048999786,0.3189993,a
-0.05100012,0.032999992,-0.018000126,a
0.16100025,0.045999527,0.20699978,a
0.04300022,0.0539999,0.09700012,a
0.16800022,0.09899998,0.2670002,a
-0.05099964,0.033999443,-0.017000198,a
0.14800072,0.019000053,0.16700077,a
0.06399965,0.010000229,0.07399988,a
0.22200012,0.019999504,0.24199963,a
0.032999992,0.015999794,0.048999786,a
0.14000034,0.029000282,0.16900063,a
-0.07600021,-0.018999577,-0.09499979,a
0.15999985,0.026000023,0.18599987,a
0.08099985,0.07399988,0.15499973,a
0.029000282,0.11199999,0.14100027,a
0.13200092,0.0539999,0.18600082,a
0.12899971,0.066999435,0.19599915,a
-0.0069999695,-0.043999672,-0.05099964,a
0.028000355,0.08699989,0.11500025,a
0.10299969,0.055999756,0.15899944,a
0.024999619,0.019000053,0.043999672,a
-0.04400015,9.999275E-4,-0.04300022,a
-0.031000137,0.045000076,0.013999939,a
0.017000198,0.07200003,0.089000225,a
-0.072999954,-0.0030002594,-0.07600021,a
0.09500027,0.013000011,0.10800028,a
0.0,0.0030002594,0.0030002594,a
0.13100004,0.027999878,0.15899992,a
0.16900063,0.043999672,0.2130003,a
0.12899971,0.034000397,0.1630001,a
0.03700018,0.0539999,0.09100008,a
0.27100086,0.10299969,0.37400055,a
0.06399965,0.08500004,0.14899969,a
-0.04099989,0.0,-0.04099989,a
-0.022999763,0.034999847,0.012000084,a
0.12900019,0.08799982,0.21700001,a
0.10100031,0.08500004,0.18600035,a
0.0909996,0.09400034,0.18499994,a
0.18200016,0.072999954,0.2550001,a
-0.034000397,0.03999996,0.005999565,a
0.04099989,0.0630002,0.10400009,a
0.1590004,0.08699989,0.24600029,a
0.03000021,0.027999878,0.058000088,a
0.048999786,0.09500027,0.14400005,a
-0.026999474,-0.0069999695,-0.033999443,a
0.112000465,-0.10700035,0.0050001144,a
0.031000137,0.06699991,0.09800005,a
-0.009999752,0.043999672,0.03399992,a
0.14899969,0.021000385,0.17000008,a
0.25,0.065999985,0.31599998,a
0.16399956,0.039000034,0.20299959,a
0.059999943,0.025000095,0.08500004,a
0.09100056,0.026999474,0.11800003,a
0.03399992,0.055999756,0.089999676,a
-0.045000076,0.0069999695,-0.038000107,a
-0.03999996,-0.042000294,-0.082000256,a
-0.004000187,-0.02699995,-0.031000137,a
0.10499954,0.06800079,0.17300034,a
0.18099976,0.069999695,0.25099945,a
0.22399998,0.07600021,0.3000002,a
0.13300037,0.029999733,0.1630001,a
-0.015999794,0.04099989,0.025000095,a
0.106999874,0.04400015,0.15100002,a
-0.07899952,-0.014000893,-0.09300041,a
0.29199982,0.17199993,0.46399975,a
0.19699955,0.048999786,0.24599934,a
0.27299976,0.07800007,0.35099983,a
0.12700033,0.05499983,0.18200016,a
0.061000347,0.046000004,0.10700035,a
0.17800045,0.05799961,0.23600006,a
-0.27199984,0.061999798,-0.21000004,a
0.38100004,0.09700012,0.47800016,a
-0.032999992,-0.03200054,-0.065000534,a
0.28399992,0.15100002,0.43499994,a
0.087999344,0.05000019,0.13799953,a
-0.116000175,-0.015999794,-0.13199997,a
0.0149998665,-0.0069999695,0.007999897,a
-0.025000095,0.022000313,-0.0029997826,a
0.00399971,0.05100012,0.05499983,a
0.119999886,0.03700018,0.15700006,a
-0.055999756,0.032999992,-0.022999763,a
-0.0050001144,-0.01499939,-0.019999504,a
0.22599983,0.11100006,0.3369999,a
0.54699993,0.073999405,0.62099934,a
0.055000305,0.056999207,0.11199951,a
0.46400023,0.08400011,0.54800034,a
0.016000032,0.15900016,0.17500019,a
0.1409998,0.09299946,0.23399925,a
-0.07800007,-0.05000019,-0.12800026,a
-0.0710001,-0.024000168,-0.09500027,a
-0.036999702,0.036999702,0.0,a
0.046000004,0.042999744,0.08899975,a
0.10200024,0.045000076,0.14700031,a
0.078999996,0.07799959,0.15699959,a
0.05499983,0.112999916,0.16799974,a
0.07000065,0.062999725,0.13300037,a
0.03600025,0.10599947,0.14199972,a
0.19099998,0.029000282,0.22000027,a
0.1409998,0.031000137,0.17199993,a
-0.028999329,0.016999245,-0.012000084,a
0.3079996,0.12400055,0.43200016,a
0.04099989,0.032000065,0.072999954,a
0.20499992,0.07800007,0.283,a
0.12099981,0.022000313,0.14300013,a
0.055999756,0.032000065,0.08799982,a
-0.07600021,-0.0149998665,-0.09100008,a
-0.082999706,0.013000011,-0.069999695,a
0.13000011,0.022999763,0.15299988,a
0.038000107,0.052000046,0.09000015,a
0.21200037,0.0149998665,0.22700024,a
0.13800001,0.027000427,0.16500044,a
0.080999374,0.07500076,0.15600014,a
0.1329999,0.041999817,0.17499971,a
-0.04699993,-0.013000011,-0.059999943,a
-0.0710001,0.0089998245,-0.062000275,a
0.038000107,0.046000004,0.08400011,a
0.13000011,0.06699991,0.19700003,a
0.13800049,0.0539999,0.19200039,a
0.031999588,0.043999672,0.07599926,a
0.15999985,0.07600021,0.23600006,a
0.09200001,0.035000324,0.12700033,a
0.022999763,0.017000198,0.03999996,a
0.26900005,0.0909996,0.35999966,a
-0.11899948,0.06199932,-0.05700016,a
0.16099977,0.096000195,0.25699997,a
0.022999763,0.03000021,0.052999973,a
-0.0189991,0.00799942,-0.01099968,a
0.2800002,0.09200001,0.37200022,a
0.32000065,0.2489996,0.56900024,a
-0.09499979,0.0029997826,-0.09200001,a
0.13000011,0.041999817,0.17199993,a
0.28399944,0.10099983,0.38499928,a
0.116000175,0.02699995,0.14300013,a
0.11499977,0.055000305,0.17000008,a
0.09300041,0.04699993,0.14000034,a
-0.116000175,0.02699995,-0.089000225,a
0.26000023,0.0909996,0.35099983,a
-0.031999588,-0.032999992,-0.06499958,a
-0.024999619,0.022999763,-0.001999855,a
0.024999619,0.020999908,0.045999527,a
0.22999954,0.034999847,0.2649994,a
0.15300012,-0.086000204,0.06699991,a
0.035000324,0.043999672,0.078999996,a
0.103000164,0.029999733,0.1329999,a
0.1960001,0.17799997,0.37400007,a
0.029999733,0.025000572,0.055000305,a
-0.009000301,-0.05100012,-0.06000042,a
0.082000256,0.078999996,0.16100025,a
0.08500004,0.076999664,0.1619997,a
0.10099983,0.09100008,0.19199991,a
0.07999992,0.0069999695,0.08699989,a
0.07999992,0.04400015,0.12400007,a
-0.04400015,-0.02699995,-0.0710001,a
0.036999702,0.019000053,0.055999756,a
0.05099964,-0.020000458,0.030999184,a
0.09300041,0.022999763,0.116000175,a
0.10300064,0.11599922,0.21899986,a
0.11199951,0.013000488,0.125,a
0.07700014,0.078999996,0.15600014,a
0.035999298,0.013000488,0.048999786,a
-0.032999992,0.049999237,0.016999245,a
-0.083999634,-0.062999725,-0.14699936,a
0.10500002,0.0029997826,0.1079998,a
-0.021999836,0.028999805,0.0069999695,a
0.12199974,0.024000168,0.14599991,a
0.14900017,0.052000046,0.20100021,a
-0.09200001,-0.02699995,-0.11899996,a
0.29199982,0.04600048,0.3380003,a
0.31099987,0.08300018,0.39400005,a
-0.00399971,0.048999786,0.045000076,a
0.0029997826,0.0710001,0.07399988,a
0.05100012,0.021999836,0.072999954,a
0.04300022,0.07800007,0.12100029,a
0.12700033,0.06699991,0.19400024,a
-0.09399986,0.03600025,-0.05799961,a
0.388,0.07600021,0.46400023,a
0.4159999,0.106999874,0.52299976,a
0.0710001,0.116000175,0.18700027,a
0.018000126,0.056999683,0.07499981,a
0.17599964,0.04699993,0.22299957,a
1.9750004,0.2119999,2.1870003,a
-0.011000156,0.032999992,0.021999836,a
-0.03999996,0.013000488,-0.026999474,a
0.08300018,0.029999733,0.112999916,a
-0.07800007,-0.012000084,-0.09000015,a
0.13800001,0.004000187,0.1420002,a
0.0,0.00399971,0.00399971,a
-0.10200024,0.031000137,-0.0710001,a
0.23399925,0.07600021,0.30999947,a
0.11700058,0.032999992,0.15000057,a
-0.059999466,0.0030002594,-0.056999207,a
-0.04699993,-0.011000633,-0.058000565,a
0.04799986,0.116000175,0.16400003,a
0.042999744,0.010000229,0.052999973,a
-0.08500004,0.029999733,-0.055000305,a
-0.04699993,-0.012999535,-0.059999466,a
0.6669998,0.9040003,1.5710001,a
0.17399979,0.0010004044,0.17500019,a
-0.027999878,-0.0350008,-0.06300068,a
0.07400036,0.02699995,0.10100031,a
-0.05000019,-0.02199936,-0.07199955,a
0.123999596,0.020999908,0.1449995,a
0.07000017,0.07200003,0.1420002,a
0.059999943,0.03999996,0.099999905,a
0.44000006,0.13399982,0.5739999,a
0.12400007,0.5830002,0.70700026,a
-0.04699993,0.05499983,0.007999897,a
0.10299969,0.04000044,0.14300013,a
0.15200043,0.03600025,0.18800068,a
0.12900066,0.01499939,0.14400005,a
-0.02300024,-0.055999756,-0.078999996,a
0.12599993,0.020999908,0.14699984,a
-0.031000137,0.27699995,0.24599981,a
0.09899998,0.03799963,0.1369996,a
0.034999847,0.048999786,0.083999634,a
-0.10599995,0.028999805,-0.07700014,a
0.12200022,0.035999775,0.15799999,a
-0.055999756,0.0089998245,-0.04699993,a
-0.046000004,-0.0030002594,-0.049000263,a
0.26100063,0.069999695,0.33100033,a
0.056999683,0.01600027,0.072999954,a
-0.031000137,0.028999805,-0.0020003319,a
0.1970005,0.07999992,0.27700043,a
0.1630001,0.022999763,0.18599987,a
0.1630001,0.03999996,0.20300007,a
-0.089999676,-0.026000023,-0.1159997,a
0.48799992,0.14400005,0.63199997,a
-0.09100008,0.001999855,-0.089000225,a
0.07599926,0.022000313,0.09799957,a
0.027999878,0.0069999695,0.034999847,a
-0.028999805,0.05100012,0.022000313,a
-0.09899998,-0.0050001144,-0.10400009,b
0.58399963,0.21000004,0.7939997,b
-0.13800001,-0.13199997,-0.26999998,b
-0.08099985,0.10400009,0.02300024,b
0.043999672,0.062999725,0.1069994,b
-0.00399971,-0.020000458,-0.024000168,b
0.069000244,0.043999672,0.112999916,b
0.0050001144,0.0050001144,0.010000229,b
-0.06099987,0.019000053,-0.041999817,b
-0.10200024,-0.00399971,-0.10599995,b
-0.096000195,-0.017999649,-0.11399984,b
0.09000015,-0.026000023,0.06400013,b
-0.07800007,-0.013999939,-0.09200001,b
-0.055999756,0.05099964,-0.0050001144,b
0.01600027,0.018000126,0.034000397,b
-0.061999798,0.00399971,-0.058000088,b
9.999275E-4,0.011000156,0.012000084,b
0.029000282,0.017999649,0.04699993,b
0.0,0.008000374,0.008000374,b
0.18200016,0.17000008,0.35200024,b
-0.04699993,-0.006000042,-0.052999973,b
0.05000019,-0.026000023,0.024000168,b
-0.0089998245,0.019000053,0.010000229,b
0.022999763,-0.0069999695,0.015999794,b
-0.05499983,-0.032999992,-0.08799982,b
-0.13000011,0.029000282,-0.10099983,b
-0.07600021,-0.10199976,-0.17799997,b
0.11899996,0.032999992,0.15199995,b
0.045000076,0.04200077,0.08700085,b
0.0710001,0.09499979,0.16599989,b
0.0050001144,0.005999565,0.01099968,b
-0.0030002594,0.032000065,0.028999805,b
0.046000004,-0.017999649,0.028000355,b
-0.041999817,0.022999763,-0.019000053,b
0.078999996,0.119999886,0.19899988,b
-0.1079998,0.03799963,-0.07000017,b
0.03399992,0.08300018,0.1170001,b
0.05700016,0.03799963,0.09499979,b
0.10899973,0.075000286,0.18400002,b
0.11100006,0.052000046,0.1630001,b
0.039000034,-0.009999752,0.029000282,b
0.0049996376,-0.001999855,0.0029997826,b
0.031000137,0.03399992,0.06500006,b
-0.13399982,0.013999939,-0.119999886,b
0.01999998,0.007999897,0.027999878,b
-0.054000378,-0.0049996376,-0.059000015,b
0.0030002594,0.029999733,0.032999992,b
0.012000084,0.0539999,0.065999985,b
-0.10200024,0.062000275,-0.03999996,b
-0.06400013,-0.018000126,-0.082000256,b
-0.0050001144,0.09100008,0.085999966,b
-0.05000019,0.0020003319,-0.04799986,b
-0.07600021,-0.034999847,-0.11100006,b
0.10899997,0.18999982,0.2989998,b
-0.09800005,0.0,-0.09800005,b
-0.04400015,-0.038000107,-0.082000256,b
-0.10400009,0.03600025,-0.06799984,b
-0.026000023,-0.08100033,-0.10700035,b
-0.14100003,0.038000107,-0.102999926,b
