@RELATION STAR-A-BE



@ATTRIBUTE jh NUMERIC
@ATTRIBUTE hk NUMERIC
@ATTRIBUTE grp {o,be}


@DATA
-0.021999836,0.082999706,be
0.14499998,0.13899994,be
0.09100008,0.22300005,be
-0.027999878,0.09200001,be
0.07800007,0.12699986,be
0.06099987,0.031000137,be
0.14199972,0.20700026,be
0.09700012,0.21899986,be
0.32800007,0.18200016,be
0.07800007,0.26799965,be
0.11499977,0.09700012,be
0.3329997,0.20600033,be
0.19799995,0.26600027,be
0.18500042,0.16699982,be
-0.03000021,-0.015999794,be
0.2789998,0.3460002,be
0.069000244,0.05099964,be
0.3709998,0.25600004,be
-0.059999943,-0.036999702,be
-0.059999943,0.03999996,be
-0.059000015,-0.03399992,be
0.48199987,0.1670003,be
0.08899975,0.1260004,be
0.07700014,0.17799997,be
-0.09200001,0.048999786,be
-0.059000015,0.013999939,be
0.031999588,0.048999786,be
0.2340002,0.13999987,be
-0.030000687,-0.13799953,be
0.16899967,0.29300022,be
0.103000164,0.04699993,be
0.29199982,0.17199993,be
0.058000088,0.082000256,be
-0.08899975,-0.029000282,be
-0.04300022,0.0149998665,be
0.013999939,0.065999985,be
-0.019000053,0.006000042,be
0.055999756,0.07200003,be
-0.025000095,0.10200024,be
-0.112999916,-0.0029997826,be
-0.028999805,0.06699991,be
0.109000206,0.21700001,be
0.04400015,0.13800001,be
0.0539999,0.23099995,be
0.19000006,0.3409996,be
-0.0630002,0.09399986,be
-0.083999634,0.13799953,be
0.092999935,0.24300003,be
-0.0069999695,0.022999763,be
0.123000145,0.20599985,be
0.001999855,0.001999855,be
-0.013000011,0.007999897,be
0.016000032,0.15900016,be
0.20000029,0.1539998,be
0.16299963,0.30200005,be
-0.049999714,0.023999691,be
0.09899998,-0.072999954,be
0.0029997826,0.072999954,be
-0.05499983,0.11000013,be
-0.029999733,0.06500006,be
-0.019000053,0.15499973,be
-0.036999702,0.08500004,be
0.007999897,0.04699993,be
0.45499992,0.21000004,be
-0.06099987,0.043999672,be
-0.1170001,0.017000198,be
0.006000042,0.072999954,be
0.05799961,0.051000595,be
0.13499928,0.10000038,be
0.34899998,0.6500001,be
0.0030002594,0.10299969,be
0.11700058,0.18399954,be
-9.999275E-4,0.08400011,be
0.0149998665,0.006000042,be
0.020999908,0.05100012,be
0.13700008,0.062000275,be
0.11800003,0.13099957,be
0.07000017,0.14499998,be
0.13000011,0.17999983,be
0.7679999,0.7609999,be
0.069999695,0.13700008,be
-0.089999676,-0.025000095,be
0.0630002,0.082999706,be
-0.049999714,0.0,be
0.17700005,0.23500013,be
-0.09100008,0.01999998,be
-0.0050001144,0.06500006,be
0.056999683,0.09800005,be
0.1630001,0.078999996,be
0.0040006638,0.07899952,be
0.08500004,0.2489996,be
0.041000366,0.106999874,be
0.3369999,0.10400009,be
-0.0069999695,-0.0069999695,be
-0.0710001,-0.001999855,be
-0.04699993,0.01999998,be
-0.013999939,0.09700012,be
-0.0069999695,0.1800003,be
0.028999805,0.06800032,be
0.08699989,0.05700016,be
0.15999985,0.26600027,be
0.08899975,0.11399984,be
0.26900005,0.0909996,be
-0.08400011,0.1170001,be
-0.122000694,-0.027999878,be
-0.08699989,0.055999756,be
0.71500015,0.23600006,be
0.052999973,0.16499996,be
0.32000065,0.2489996,be
0.0069999695,-0.045000076,be
0.027999878,0.031999588,be
0.085999966,0.17700005,be
-0.058000088,0.10400009,be
-0.004000187,0.052000046,be
-0.078999996,0.049000263,be
-0.054000378,0.0630002,be
0.0050001144,-0.008000374,be
-0.034999847,0.10200024,be
0.020999908,0.05799961,be
-0.06899977,0.032999992,be
0.001999855,0.010000229,be
-0.046000004,0.06799984,be
0.026000023,0.15100002,be
0.22999954,0.034999847,be
-0.04699993,0.039000034,be
0.025999546,0.09200001,be
-0.027999878,0.059999943,be
-0.1159997,-0.015000343,be
0.11799955,0.21100044,be
0.21700001,0.32999992,be
-0.0710001,-0.011999607,be
0.16499996,0.16099977,be
0.26600027,0.32800007,be
-0.039000034,0.031999588,be
0.14499998,0.32200003,be
0.20000029,0.11199999,be
-0.05499983,-0.04400015,be
-0.09200001,-0.04099989,be
0.6459999,0.8140001,be
0.08300018,0.1069994,be
-0.022000313,-0.09200001,be
-0.103000164,-0.013999939,be
0.14600039,0.19599962,be
0.029000282,0.06799984,be
-0.004000187,0.042000294,be
0.16100025,0.061999798,be
0.2050004,0.29299974,be
0.0539999,0.18499994,be
0.05099964,0.03000021,be
0.11100006,0.12599993,be
-0.045999527,0.07799959,be
0.24499989,0.33099985,be
0.22600031,0.263,be
0.01099968,0.11899996,be
-0.029000282,0.0030002594,be
-0.012000084,0.032999992,be
-0.0069999695,-0.058000088,be
0.07099962,0.29900026,be
0.6750002,0.3249998,be
0.06399965,0.19400024,be
-0.038000107,0.12099981,be
0.31099987,0.08300018,be
0.15799999,0.34700012,be
0.031000137,0.12800026,be
0.12400007,0.16499996,be
-0.08699989,0.013999939,be
0.039000034,0.0539999,be
-0.10100031,-0.0539999,be
-0.013999939,-0.02300024,be
-0.09499979,-0.018000126,be
-0.022000313,0.25699997,be
0.13800001,0.22399998,be
-0.01999998,0.026000023,be
0.3369999,0.6550002,be
0.4249997,0.28399992,be
0.076999664,0.20499992,be
0.055999756,0.14800024,be
-0.14300013,0.006000042,be
-0.040999413,-0.010000229,be
-0.10800028,0.006000042,be
0.04300022,0.26499987,be
-0.022999763,0.022000313,be
-0.078999996,0.010000229,be
0.0149998665,0.11800003,be
0.16499996,0.16699982,be
-0.059999943,0.013999939,be
0.043999672,0.078999996,be
0.07999992,0.10800028,be
0.029999733,0.022000313,be
-0.06700039,0.14600039,be
0.19600058,0.44099998,be
-0.083999634,-0.035000324,be
0.10199928,0.24700022,be
0.1590004,0.08699989,be
-0.062999725,-0.015000343,be
-0.10199976,-0.0069999695,be
0.05100012,0.106999874,be
0.2539997,0.19700003,be
0.05100012,0.15899992,be
0.123000145,0.09899998,be
0.041999817,0.10400009,be
-0.12100029,-0.023999691,be
-0.014000177,-0.044999838,be
-0.04400015,0.058000088,be
-0.06399965,0.046000004,be
0.22999954,0.09800005,be
0.16599989,0.3130002,be
0.09599972,0.13600016,be
0.03700018,0.12200022,be
-0.07799959,-0.028000355,be
0.013999939,0.049999714,be
0.13999987,0.21700001,be
-0.032000065,0.09899998,be
0.09800053,-0.006000519,be
0.072999954,0.24399948,be
-0.029000282,0.07200003,be
-0.09399986,-0.021999836,be
0.9079999,0.402,o
0.1539998,0.038000107,o
0.2529993,0.06700039,o
0.33099985,0.106999874,o
0.03600025,-0.017000198,o
0.10500002,0.042999744,o
0.3039999,0.037000656,o
0.9779999,0.5079999,o
0.39299965,0.12400055,o
0.97199965,0.24500012,o
0.13599968,0.022000313,o
0.829,0.13800001,o
1.03,0.44899988,o
0.6850004,0.3959999,o
0.57699966,0.2249999,o
0.092999935,0.024000168,o
0.52,0.13100004,o
0.8670001,0.27199984,o
0.95799994,0.28999996,o
0.7410002,0.24700022,o
0.43599987,0.14900017,o
0.47500038,0.13399982,o
0.4289999,0.19400024,o
0.26699924,0.112999916,o
0.78299993,0.414,o
0.16400051,0.052999496,o
-0.103000164,0.015000343,o
0.07200003,0.096000195,o
0.1949997,0.027999878,o
0.6330004,0.06399965,o
0.0,0.05100012,o
0.15600014,0.09399986,o
1.021,0.56399995,o
0.26200008,0.072999954,o
1.259,0.643,o
0.533,0.1159997,o
0.21899986,0.072999954,o
0.24000025,0.11000013,o
0.13599968,0.036999702,o
0.14599991,0.05799961,o
1.2550001,0.18000007,o
0.27299976,-0.034999847,o
0.5409999,0.13800001,o
0.16799974,0.23100042,o
0.88199997,0.411,o
0.16800022,0.1079998,o
0.23500061,0.07199955,o
0.21000004,0.036999702,o
0.0029997826,0.01600027,o
0.14499998,0.18099976,o
0.06000042,0.038999557,o
-0.059000015,0.041999817,o
0.61599994,0.047999978,o
0.038000107,0.080999374,o
0.37799978,0.1590004,o
-0.18300009,0.18200016,o
0.011000156,0.025000095,o
0.29300022,0.2249999,o
1.0839999,0.63600016,o
0.93099976,0.3440001,o
0.05300045,0.024999619,o
0.72800016,0.26399994,o
0.2529993,0.027000427,o
0.3590002,0.116999626,o
0.29100037,0.09000015,o
0.8010001,0.42999983,o
0.10299969,0.029999733,o
0.116000175,0.106999874,o
0.5579996,0.17500019,o
0.7379999,0.40899992,o
0.55300045,0.171,o
0.5239997,0.12200022,o
0.6090002,0.27999997,o
0.36600018,0.116000175,o
0.1539998,0.03700018,o
0.30800056,0.15899992,o
0.49900055,0.16399956,o
0.12099981,0.06699991,o
0.97800016,0.2579999,o
0.8759999,0.22100008,o
0.16499996,0.04600048,o
0.49799967,0.22300005,o
1.2820001,0.23300004,o
0.67499995,0.007999897,o
0.32699966,0.072999954,o
0.94499993,0.51600003,o
0.40700006,0.09200001,o
0.2550001,0.080999374,o
0.25799942,0.05300045,o
0.25,0.041999817,o
0.026999474,0.022000313,o
-0.027999878,0.05000019,o
0.18700027,0.041000366,o
0.17000008,0.08500004,o
0.3079996,0.11800003,o
0.18099976,0.10100031,o
-0.07700014,0.039000034,o
0.638,0.35500002,o
0.16000032,0.042999744,o
0.92900014,0.24399996,o
0.23900032,0.059999466,o
0.062000275,0.012999535,o
0.24499989,0.09799957,o
0.7410002,0.09899998,o
0.14599991,-0.0029997826,o
0.20499992,0.04300022,o
0.24399948,0.040000916,o
0.12699986,0.10099983,o
0.62899995,0.25099993,o
1.0080001,0.22099996,o
0.13999987,0.052999973,o
0.29400015,0.18499994,o
0.20000029,0.1539998,o
-0.07700014,0.009000301,o
0.88199973,0.14700007,o
0.082000256,0.029999733,o
-0.059000015,-0.006000042,o
0.09799957,0.05700016,o
-0.03999996,0.019000053,o
0.21700001,0.032999992,o
0.4380002,0.16400003,o
0.41200066,0.07999992,o
1.0579998,0.35899997,o
0.38900042,0.13499975,o
0.20100021,0.052999496,o
0.123000145,0.05000019,o
1.0210001,0.29799986,o
0.106999874,0.056000233,o
1.2359998,0.8640001,o
0.8470001,0.283,o
0.38899994,0.08300018,o
0.18400002,0.049999714,o
0.94799995,0.371,o
0.21399975,0.043999672,o
0.22999954,0.08200073,o
0.17000008,-0.036000013,o
0.5880003,0.38799977,o
0.034000397,0.019000053,o
0.84599996,0.44800007,o
0.09400034,0.052000046,o
0.837,0.2659999,o
0.07399988,0.075000286,o
0.5040002,0.22900009,o
0.2699995,0.05000019,o
-0.032999992,0.44899988,o
1.086,0.21700001,o
0.25800037,0.09500027,o
0.03999996,-0.0050001144,o
0.078999996,0.06099987,o
0.119999886,0.06500006,o
1.043,0.041999996,o
1.118,0.3709998,o
0.49399996,0.25600004,o
0.42199993,0.1619997,o
0.26799965,0.045000076,o
0.9039998,0.3169999,o
1.086,0.375,o
0.085999966,0.07800007,o
0.87100005,0.2789998,o
0.27699995,0.022000313,o
-0.0050001144,0.041999817,o
1.1039999,0.722,o
0.47399998,0.41800022,o
0.13800001,0.03700018,o
1.0839999,0.096000075,o
0.15200043,0.013000488,o
0.7980001,0.43700004,o
0.17000008,0.029999733,o
0.5970001,0.21000004,o
0.9629998,0.39199972,o
0.63499975,0.15500021,o
0.27900028,0.048999786,o
-0.30900002,0.041999817,o
0.335,0.004000008,o
0.9089999,0.34599996,o
0.3210001,0.10500002,o
1.043,0.15400004,o
0.10599995,0.02699995,o
0.4369998,0.12200022,o
0.8729999,0.3080001,o
0.119000435,0.022000313,o
0.20499992,0.051000595,o
0.25699997,0.0010004044,o
0.09200001,0.11300039,o
-0.16099977,0.023999691,o
0.06099987,0.07999992,o
0.972,0.24300003,o
1.0480001,0.30900002,o
1.0350001,0.2479999,o
0.07499981,0.0089998245,o
0.4109993,0.15500021,o
-0.009000301,0.03000021,o
0.20599985,0.078999996,o
0.20600033,0.07799959,o
0.076999664,0.0539999,o
0.21399975,0.06099987,o
0.9499999,0.238,o
0.1619997,0.07200003,o
0.27799988,0.055999756,o
1.0960001,0.431,o
0.898,0.23699999,o
0.4590001,0.19000006,o
0.14400005,0.038000584,o
0.2709999,0.03999996,o
-0.07499981,0.05700016,o
0.017999649,0.07900047,o
0.23700047,0.069999695,o
0.10500002,0.09899998,o
0.82599974,0.26600003,o
-0.065999985,0.027999878,o
0.10599995,0.04400015,o
0.13999987,0.032999992,o
0.17700005,0.03999996,o
0.625,0.18300009,o
0.31100035,0.096999645,o
0.2720003,0.076999664,o
0.2119999,0.065999985,o
0.28999996,0.08400059,o
0.10999966,0.08300018,o
0.26699924,0.07300091,o
0.39900017,0.08199978,o
0.19000053,0.10200024,o
0.07000017,0.06699991,o
0.13099957,0.07300043,o
0.35899973,0.13300037,o
-0.006000042,0.056000233,o
0.11700058,0.073999405,o
0.15299988,0.06699991,o
0.9299998,0.2809999,o
-0.06500006,0.026000023,o
0.16800022,0.069000244,o
0.25900078,0.026000023,o
0.35999966,0.06700039,o
0.12899971,0.10000038,o
0.7119999,0.046000004,o
0.8629999,0.612,o
0.19099998,0.06400013,o
1.0239999,0.5500001,o
0.03000021,0.09499979,o
0.17299986,0.059999943,o
0.0030002594,0.0089998245,o
0.123999596,0.015999794,o
0.031000137,0.072999954,o
1.0749999,0.583,o
0.25,-0.00399971,o
0.09300041,0.03399992,o
1.062,0.329,o
0.44099998,0.08699989,o
0.11100006,0.021999836,o
0.026000023,0.027999878,o
0.038999557,0.032999992,o
0.22799969,0.07000017,o
0.94000006,0.23200011,o
0.123000145,0.11000013,o
1.043,0.37199998,o
0.103000164,0.09700012,o
0.08699989,0.03600025,o
0.23699951,0.072999954,o
0.3729992,0.08100033,o
-0.05000019,0.06800032,o
0.9610002,0.21499991,o
0.15899992,0.09100008,o
0.25099993,0.109000206,o
0.5,0.2079997,o
0.9029999,0.388,o
0.11800003,0.052000046,o
0.15999985,0.07700014,o
0.14599991,0.10000038,o
0.26399994,0.09399986,o
0.052000046,0.03799963,o
-0.14599991,0.171,o
1.0390003,0.2809999,o
-0.085999966,0.04099989,o
0.45200014,0.16299963,o
0.13100004,0.08500004,o
0.6620002,0.14900017,o
0.9709997,0.16000009,o
0.08400011,0.034999847,o
0.9489999,0.37800002,o
0.19999981,0.20100021,o
0.17999935,0.03600025,o
1.0569999,0.28999996,o
0.90700006,0.65699995,o
0.036999702,0.04699993,o
0.9460001,0.2249999,o
0.014000416,0.020999908,o
1.5630002,0.901,o
0.4510002,0.12699986,o
0.8510001,0.24699998,o
0.3409996,0.0710001,o
-0.028999805,0.0089998245,o
0.58200026,0.14799976,o
0.3789997,0.089000225,o
0.826,0.408,o
-0.028999805,0.13000011,o
0.6600003,0.15999985,o
-0.08799982,-0.031000137,o
0.43600035,0.14899969,o
0.50600004,0.15999985,o
-0.019000053,0.019000053,o
0.059000015,0.0149998665,o
0.25,0.17700005,o
0.18900013,0.04699993,o
0.1600008,0.070999146,o
0.19700003,0.089000225,o
0.16699982,0.048000336,o
1.045,0.3030001,o
1.065,0.19,o
0.123000145,-0.0069999695,o
0.9089999,0.43499994,o
0.15100002,0.052999973,o
1.0799999,0.2579999,o
0.9469999,0.15700006,o
0.62899995,0.14399981,o
0.63200045,0.13700008,o
0.15499973,0.07200003,o
0.7889998,0.48600006,o
0.03699994,-0.10599995,o
0.5270004,0.1409998,o
0.21600056,0.09200001,o
0.42799997,0.32399988,o
0.93499994,0.6259999,o
0.017999649,0.049000263,o
0.9859998,0.4020002,o
1.058,0.69799995,o
0.1539998,0.03600025,o
0.1960001,0.03799963,o
0.46099997,0.13100004,o
0.21299982,0.08300018,o
0.8800001,0.7219999,o
0.9760001,0.3670001,o
0.12800026,0.076999664,o
0.776,0.546,o
0.03399992,0.075000286,o
