@RELATION STAR-A-BE



@ATTRIBUTE jh NUMERIC
@ATTRIBUTE hk NUMERIC
@ATTRIBUTE grp {o,be}


@DATA
0.3080001,0.1619997,o
0.14400005,0.069000244,o
0.027000427,0.07199955,o
-0.01999998,0.0710001,o
0.2880001,0.059999466,o
0.48799992,0.15299988,o
0.14800024,0.1079998,o
0.22799969,0.069999695,o
0.020999908,0.103000164,o
0.959,0.18599999,o
0.14599991,0.038000107,o
1.277,0.9990001,o
0.3010006,0.031999588,o
0.4460001,0.30599976,o
0.55700016,0.19399977,o
1.1150002,0.8079996,o
0.13100004,0.06500006,o
1.276,0.747,o
0.44799995,0.17199993,o
0.3909998,0.4050002,o
0.99,0.194,o
0.3039999,-0.034000397,o
0.34899998,0.14799976,o
0.17799997,0.16900003,o
0.12999964,0.089000225,o
0.796,0.149,o
0.19899988,0.12200022,o
0.15100002,0.085999966,o
0.12899971,1.8260002,o
0.993,0.464,o
0.43400002,0.10000038,o
0.648,0.15100002,o
0.3199997,0.16000032,o
0.18499947,0.0890007,o
0.22300053,0.0710001,o
0.28499985,0.044000626,o
0.06099987,0.05700016,o
0.799,0.55200005,o
0.47800016,0.15799999,o
0.924,0.45199996,o
0.25800037,0.05899954,o
0.13199997,0.13600016,o
0.3529997,0.08700085,o
0.36100006,0.11000013,o
0.54799986,0.15199995,o
0.02699995,0.019000053,o
0.79100037,0.4829998,o
0.11100006,0.026000023,o
0.8540001,0.4560001,o
0.6209998,0.24399996,o
0.22900009,0.15100002,o
-0.07399988,0.019000053,o
1.113,0.37,o
0.18299961,0.078999996,o
-0.017000198,0.024999619,o
0.50099945,0.0720005,o
-0.11800003,-0.011000156,o
0.94499993,0.3820002,o
-0.09599972,-0.01600027,o
0.9319999,0.21200001,o
0.15899944,0.10000038,o
1.3429997,0.7680001,o
0.8069999,0.24899995,o
0.912,0.455,o
0.0880003,0.07499981,o
-0.03999996,0.035999775,o
0.17000008,0.027999878,o
0.39300013,0.09599972,o
0.999,0.485,o
0.7620001,0.2329998,o
0.8670001,0.43400002,o
0.10800028,0.12299967,o
0.028000355,0.013000011,o
0.21900034,0.06099987,o
0.018000126,0.001999855,o
0.26999998,0.13899994,o
0.23599958,0.052999973,o
0.82800007,0.42400002,o
-0.23699999,-0.042000055,o
0.8660002,0.1869998,o
1.1570001,0.46599996,o
0.36800003,0.1559999,o
0.93700004,0.32200003,o
0.9749999,0.50199986,o
1.0960002,0.3959999,o
0.8660002,0.8870001,o
0.5120001,0.1079998,o
1.0939999,0.979,o
0.065999985,0.15299988,o
1.2500002,0.6669998,o
1.0770001,0.24599999,o
0.27899933,0.06000042,o
0.41799974,0.14100027,o
0.16699982,0.085999966,o
0.33099985,0.10599995,o
0.12100029,0.0539999,o
0.924,0.62600005,o
0.034999847,0.048000336,o
0.16899967,0.012000084,o
0.052000046,0.05000019,o
0.28599977,0.058000088,o
0.5819998,0.15100002,o
-0.07700014,0.028999805,o
0.45699978,0.13900042,o
0.17000008,0.052000046,o
0.22299957,0.061000347,o
0.171,0.0069999695,o
0.881,0.496,o
0.85599995,0.286,o
0.06000042,0.09399986,o
0.13499975,0.072999954,o
-0.0039999485,-0.018000007,o
-0.0069999695,-0.006000042,o
0.15700006,0.06799984,o
0.2520008,0.016999245,o
0.34899998,0.10599995,o
-0.04699993,0.076999664,o
0.8299999,0.34899998,o
0.48900032,0.16899967,o
0.88899994,0.4590001,o
0.45699978,0.2420001,o
1.039,0.263,o
0.12799978,0.015999794,o
0.42799997,0.16599989,o
0.49300003,0.1430006,o
0.60700035,0.1869998,o
0.0539999,0.046000004,o
0.12800026,0.027000427,o
0.7449999,0.54200006,o
0.10199976,0.05100012,o
0.13500023,0.055000305,o
0.2510004,0.07899952,o
-0.035000324,0.01600027,o
0.19999981,0.07199955,o
0.058000088,0.09899998,o
0.788,0.20899999,o
0.22600031,0.0909996,o
0.15100002,0.0710001,o
0.9079999,0.37300003,o
0.3790002,0.22899961,o
0.21500015,0.07700014,o
0.362,0.106999874,o
1.2939999,0.42600012,o
0.778,0.47999996,o
1.3410001,0.9359999,o
0.6430001,0.19200015,o
-0.06600046,0.04700041,o
0.2550001,0.073999405,o
0.4050002,0.072999954,o
-0.08500004,9.999275E-4,o
0.12900019,0.039000034,o
0.1960001,0.11199999,o
0.6819997,0.21200037,o
0.90900016,0.20299995,o
-0.06699991,-0.02300024,o
-9.999275E-4,0.018000126,o
0.8800001,0.15799999,o
-0.059000015,0.012000084,o
0.42299938,0.12900066,o
1.5450001,0.49199998,o
0.852,0.28799987,o
0.3739996,0.119999886,o
1.1329999,0.61000013,o
0.2539997,0.07200003,o
0.29900026,0.18900013,o
-0.0880003,0.009000301,o
1.2,0.492,o
-0.08400011,-0.007999897,o
0.5960002,0.25099993,o
0.33199978,0.18300009,o
0.82299995,0.4460001,o
0.283,0.11100006,o
0.11000013,0.02699995,o
0.10000038,0.110999584,o
0.832,0.38100004,o
0.41900063,0.15299988,o
-0.0539999,0.026999474,o
-0.043999672,-0.032999992,o
-0.045000076,-0.013000011,o
0.25599957,0.16800022,o
0.51199913,0.19099998,o
-0.026000023,0.03999996,o
0.31299973,0.034999847,o
0.4420004,0.15600014,o
0.3619995,0.06400013,o
0.61800003,0.5500002,o
0.009999752,0.011000156,o
0.48600006,0.26200008,o
0.546,0.17600012,o
-0.020000458,0.07999992,o
0.9000001,0.32500005,o
0.9959998,0.47700024,o
0.5209999,0.19799995,o
-0.08700037,0.05000019,o
0.4840002,0.19099998,o
0.92199993,0.63899994,o
-0.035999775,0.09899998,o
-0.07800007,0.0030002594,o
0.23900032,0.112999916,o
-0.034000397,-0.040999413,o
0.50600004,0.19299984,o
0.3449998,0.45200014,o
-0.11199951,0.048999786,o
0.34800005,-0.10899997,o
-0.062000275,0.029000282,o
1.0079999,0.25099993,o
0.888,0.18299997,o
0.8660002,0.408,o
0.10000038,0.078999996,o
0.32999992,0.112000465,o
0.041000366,0.031999588,o
0.86000013,0.45799994,o
0.9619999,0.18799996,o
1.1589999,0.50800014,o
0.4170003,0.25999975,o
0.11800003,0.08499956,o
0.17999983,0.13100004,o
0.069000244,0.027999878,o
-0.021999836,0.024000168,o
0.9599998,0.477,o
0.5419998,0.22300005,o
0.0710001,0.07499981,o
-0.059999943,-0.0030002594,o
-0.09000015,0.0030002594,o
0.001999855,0.052000046,o
0.51900005,0.14199972,o
0.27699995,0.14299965,o
0.19500065,0.10099983,o
-0.012000084,0.034999847,o
-0.070999146,-0.023000717,o
-0.001999855,0.04400015,o
-0.006000042,-0.016999722,o
0.23999977,0.08899975,o
0.5580001,0.1960001,o
0.40100002,0.18100023,o
0.2539997,0.015999794,o
0.40200043,0.16499996,o
-0.045000076,0.0029997826,o
0.454,0.1960001,o
0.8989999,0.41900015,o
0.032999992,0.05099964,o
0.072999954,0.12199974,o
1.0429997,0.3440001,o
0.59500027,0.13499928,o
0.8180001,0.5280001,o
0.559,0.23600006,o
0.029000282,0.14899969,o
0.41499996,0.20100021,o
0.08400011,0.096000195,o
0.37300014,0.1619997,o
0.26500034,0.076999664,o
0.93000007,0.28100002,o
0.9579997,0.40600014,o
0.8149998,0.27900004,o
1.119,0.53300023,o
0.4239998,0.14400005,o
0.3249998,0.09300041,o
1.2639999,0.786,o
0.87999994,0.356,o
0.16900015,0.08799982,o
0.5580001,0.19000006,o
0.044000626,0.062999725,o
0.24600029,0.10299969,o
0.09100008,0.041999817,o
0.9589999,0.296,o
0.14699984,0.082000256,o
0.4630003,0.2079997,o
0.2130003,0.15100002,o
0.07700014,0.065999985,o
0.30100012,0.041999817,o
0.22199965,0.028000355,o
0.5,0.19400024,o
0.23999977,0.048999786,o
1.0839999,0.37300014,o
0.14000034,0.06199932,o
0.2909994,0.16900063,o
0.33100033,0.15100002,o
0.32200003,0.171,o
0.08500004,0.049000263,o
0.885,0.2119999,o
0.18799973,0.09600067,o
0.09599972,0.027999878,o
0.2539997,0.09899998,o
0.112000465,0.06799984,o
1.0059998,0.28200006,o
0.8120003,0.411,o
-0.028999805,0.013000011,o
-0.103999615,-0.01999998,o
0.41799974,0.19700003,o
0.5409999,0.17399979,o
0.51500034,0.19799995,o
0.17800045,0.01099968,o
0.854,0.26199996,o
0.018000126,0.0029997826,o
0.059999466,0.055000305,o
0.3699999,0.09899998,o
0.1800003,0.08899975,o
0.21700001,0.052999496,o
0.40600014,0.171,o
0.1789999,0.08199978,o
0.9490001,0.50900006,o
0.31000042,0.17300034,o
-0.03600025,0.047999382,o
0.09399986,0.031000137,o
0.35599995,0.19199991,o
0.34299946,0.14599991,o
0.5500002,0.23799992,o
0.15600014,0.022999763,o
0.48499966,0.22399998,o
0.09800005,0.035999775,o
0.26999998,0.09899998,o
0.29200077,0.1079998,o
-0.042999744,0.001999855,o
0.19900036,0.07800007,o
0.4590001,0.12699986,o
-0.013000011,0.022999763,o
0.77199984,0.22200012,o
-0.103000164,0.031000137,o
0.4130001,0.19700003,o
1.2889998,0.69499993,o
0.08699989,0.062000036,o
0.15100002,0.066999435,o
-0.08300018,0.015000343,o
0.119000435,0.031999588,o
-0.073999405,0.013999939,o
1.0139999,0.28999996,o
0.116999626,0.042000294,o
0.065999985,0.08500004,o
0.89299995,0.52000004,o
0.974,0.302,o
-0.11400032,0.029000282,o
0.36800003,0.16800022,o
0.36400032,0.12799978,o
0.3260002,0.096999645,o
0.2859993,0.0350008,o
0.12900019,0.046000004,o
0.7790003,0.14299965,o
0.16499996,0.052000046,o
1.097,0.378,o
0.88899994,0.408,o
0.9720001,0.36100006,o
0.116000175,0.038999557,o
0.8069997,0.23500013,o
0.78099966,0.40300035,o
0.001999855,0.04400015,o
1.25,0.95599985,o
1.3929999,0.6390002,o
0.8809999,0.421,o
0.44400024,0.14500046,o
0.30900002,0.040999413,o
-0.0069999695,0.035999775,o
0.16499996,0.013000011,o
1.181,0.4519999,o
0.065999985,0.061999798,o
0.13099957,0.041000366,o
0.34299994,0.1539998,o
-0.0710001,0.007999897,o
-0.041000366,0.037000656,o
0.41499996,0.072999954,o
-0.096999645,0.04699993,o
0.61800003,0.2119999,o
-0.025000095,0.059999943,o
0.22399998,0.06800032,o
0.27999973,0.08400059,o
0.55099964,0.1500001,o
0.4779997,0.125,o
0.9089999,0.2750001,o
0.32000017,0.15499973,o
0.6069999,0.16400003,o
0.08699989,0.103000164,o
0.1170001,-0.011000156,o
0.3790002,0.16299963,o
-0.058000088,0.035999775,o
0.26399994,-9.994507E-4,o
0.12400007,0.07200003,o
0.06700039,0.015999794,o
0.25899982,0.06400013,o
0.1170001,0.024999619,o
0.39100027,0.21799994,o
0.29800034,0.083999634,o
-0.06800032,-0.02699995,o
0.42999983,0.16400003,o
0.5339999,0.19700003,o
1.3209999,0.9430001,o
0.03700018,0.06799984,o
1.3700001,0.70599985,o
0.7140002,0.3369999,o
0.95300007,0.35599995,o
-0.015000343,0.015000343,o
0.24499989,0.106999874,o
0.16100025,0.045999527,o
0.888,0.38300014,o
1.253,0.74100006,o
0.6209998,0.14300013,o
0.3210001,0.12099981,o
-0.052000046,-0.027999878,o
0.40299988,0.10800028,o
-0.06500006,0.052000046,o
0.21500015,0.05000019,o
0.25099945,0.072999954,o
0.23900032,0.123000145,o
0.25,0.06699991,o
0.123000145,0.085999966,o
0.44399977,0.21000004,o
0.99799967,0.464,o
0.913,0.51399994,o
0.010000229,0.116000175,o
0.009999752,0.01600027,o
0.029999733,0.049000263,o
1.6200001,1.037,o
0.24500084,0.05799961,o
0.18200016,0.06099987,o
-0.089999676,-0.022000313,o
-0.00799942,0.037999153,o
0.7769997,0.13300014,o
0.5960002,0.16200018,o
0.10700035,0.040999413,o
0.11800003,0.06899977,o
0.13300037,0.031999588,o
0.027999878,0.055999756,o
0.31400013,0.05499983,o
0.3790002,0.14599991,o
0.123000145,0.076999664,o
0.09899998,0.04099989,o
0.39699984,0.32800007,o
0.07399988,0.11199999,o
1.0440001,0.18499994,o
-0.09300041,0.058000565,o
-0.049000263,0.025000095,o
0.801,0.518,o
0.46899986,0.20699978,o
0.49300003,0.21500015,o
0.8579999,0.29400003,o
0.12699986,0.09500027,o
0.013000488,0.024000168,o
0.24000025,0.059999943,o
0.40300035,0.082999706,o
0.38100052,0.10500002,o
0.95399976,0.21600008,o
0.98099995,0.666,o
-0.027999878,-0.015000343,o
0.9820001,0.22599983,o
0.07700014,0.07099962,o
0.40899992,0.21600008,o
0.22000027,0.13399982,o
0.08599949,0.062000275,o
-0.09200001,0.004000187,o
0.13000011,0.076999664,o
0.8599999,0.37800002,o
-0.08099985,0.03600025,o
0.15600014,0.028999805,o
0.05499983,0.046000004,o
0.3499999,0.039000034,o
0.03000021,0.036999702,o
0.8810003,0.38599992,o
0.3039999,0.08500004,o
0.49600005,0.13999999,o
1.159,0.628,o
0.19099998,0.069000244,o
0.82800007,0.34699988,o
1.035,0.53700006,o
0.01099968,0.082000256,o
0.20699978,0.05700016,o
0.51100016,0.20699978,o
9.999275E-4,0.048999786,o
0.4550004,0.13499975,o
0.14800024,0.08400011,o
1.2879999,0.39100003,o
0.17999935,0.06799984,o
0.8120003,0.30999994,o
0.13800001,0.08500004,o
1.1429999,0.537,o
0.49699974,0.21000004,o
0.9369998,0.54400015,o
0.5419998,0.1590004,o
0.059000015,0.12800026,o
0.12599945,0.045000076,o
0.0710001,0.0710001,o
0.17500019,0.10299969,o
0.8169999,0.33500004,o
-0.096999645,0.032999992,o
0.11199999,0.112999916,o
0.84900045,0.3789997,o
0.24600029,0.038000107,o
-0.07399988,0.013999939,o
0.062999725,0.19000006,o
0.28999996,0.06099987,o
0.055000305,0.09399986,o
0.082000256,0.042999744,o
0.9929998,0.23699999,o
0.91400003,0.31999993,o
0.86800003,0.535,o
0.46099997,0.14400005,o
0.26100063,0.08500004,o
0.80999994,0.33600008,o
-0.01999998,-0.03700018,o
0.42800045,0.17000008,o
0.30700016,0.4199996,o
0.12199974,0.045000076,o
0.82500005,0.50899994,o
0.4330001,0.19099998,o
-0.0710001,-0.012999535,o
0.096000195,0.09100008,o
0.17199993,0.07700014,o
0.14000034,0.06400013,o
0.9330001,0.38399994,o
0.8779999,0.32500005,o
0.42599964,0.18700027,o
0.31099987,0.09899998,o
0.35700035,0.1619997,o
0.23300028,0.1630001,o
0.18099976,0.045000076,o
0.3010006,0.07800007,o
-0.09500027,0.0089998245,o
0.031000137,0.021999836,o
0.22900009,0.09599972,o
0.35500002,0.09700012,o
0.4050002,0.13100004,o
1.0450001,0.40899992,o
0.012000084,0.06099987,o
0.14499998,0.06699991,o
0.5370002,0.19900036,o
0.34799957,0.1420002,o
0.4500003,0.02399993,o
1.0569999,0.462,o
0.31800032,0.1079998,o
0.4220004,0.14899969,o
0.16400051,0.043999672,o
0.5289998,0.204,o
1.0319998,0.26100016,o
0.34399986,0.13700008,o
0.19000006,0.03700018,o
0.28100014,0.059000015,o
0.13299942,0.06000042,o
0.5380001,0.20300007,o
0.81499994,0.44300008,o
0.717,0.3260002,o
0.13100004,0.05199957,o
0.40499973,0.19099998,o
0.21700001,0.06799984,o
0.10199976,0.052000046,o
0.13800049,0.05799961,o
0.032999992,0.08700037,o
-0.07000017,0.0539999,o
0.31500006,0.09399986,o
0.9200001,0.24699998,o
-0.03600025,0.02300024,o
1.042,0.538,o
0.964,0.48600006,o
0.3329997,0.1500001,o
0.29500008,0.038000107,o
0.54900026,0.24199963,o
0.883,0.31300002,o
0.12800026,0.026000023,o
0.513,0.21099997,o
0.60399985,0.13400006,o
0.37300014,0.1329999,o
0.069999695,0.058000565,o
0.75700045,0.26999998,o
0.69399977,0.47300005,o
0.5220003,0.20300007,o
0.23199987,0.07700014,o
0.82800007,0.44399977,o
0.2550001,0.072999954,o
0.52,0.26900005,o
0.15899992,0.048999786,o
0.46200037,0.12900019,o
0.559,0.22900009,o
0.12599945,0.09000015,o
0.25,0.048000336,o
0.2340002,0.13399982,o
-0.010000229,0.03999996,o
0.29500008,0.15700006,o
0.31599998,0.204,o
0.22099972,0.10100031,o
0.23699999,0.03600025,o
0.33599997,0.13499975,o
0.34800005,0.12800026,o
0.2909999,0.15400028,o
0.2539997,0.08400059,o
0.53999996,0.17400026,o
0.20300007,0.09500027,o
1.0930004,0.38499975,o
-0.031000614,-0.00799942,o
0.9350002,0.41699994,o
0.02300024,0.0050001144,o
0.32399988,0.17500019,o
0.2840004,0.14699984,o
0.2550001,0.055000305,o
0.21899986,0.040999413,o
0.905,0.1960001,o
0.22500038,0.080999374,o
0.6830003,0.16499996,o
0.123000145,0.03700018,o
0.24499989,0.1880002,o
-0.024000168,-0.0089998245,o
-0.0089998245,0.092999935,o
0.27799988,0.09700012,o
0.283,0.06799984,o
0.26600075,0.06499958,o
0.120999336,0.034000397,o
0.08599949,0.020000458,o
0.23600006,0.11400032,o
1.0929997,0.22500014,o
0.4310007,0.12199974,o
0.37800026,0.18999958,o
0.71099997,0.50300026,o
0.09899998,0.0880003,o
0.26000023,0.13399982,o
0.6670008,0.17299938,o
0.77699995,0.30900002,o
0.29799986,0.12700033,o
1.0640001,0.24899983,o
0.33500004,0.08300018,o
0.29800034,0.06700039,o
0.83300006,0.48900002,o
0.39199972,0.17500019,o
0.09899998,0.08100033,o
0.48300028,0.15299988,o
0.9280001,0.34099996,o
0.059999943,0.12599993,o
0.3829999,0.17000008,o
0.9430001,0.5569999,o
0.021999836,0.019000053,o
0.05700016,0.08899975,o
0.936,0.23500001,o
0.22100067,0.07999945,o
0.07399988,0.0710001,o
0.22399998,0.048999786,o
-0.022999763,0.04799986,o
0.8670001,0.546,o
0.29999924,0.09200001,o
0.14800024,0.04799986,o
0.08300018,0.020000458,o
0.021999836,0.11399984,o
0.4300003,0.26799965,o
-0.014000416,0.07000017,o
0.2819996,0.065999985,o
0.3790002,0.19199991,o
0.3000002,0.22800016,o
0.5079999,0.13100004,o
0.47200012,0.2670002,o
0.90700006,0.19999981,o
0.12299967,0.042000294,o
0.58299994,0.14599991,o
0.8959999,0.23500013,o
1.0250001,0.52699995,o
1.0310001,0.35500002,o
0.21500015,0.041999817,o
0.14400005,0.055000305,o
0.8569999,0.3699999,o
0.875,0.51100016,o
0.055999756,0.10000038,o
0.87100005,0.40299988,o
0.3039999,0.18300009,o
0.5960002,0.2119999,o
0.31200027,0.1409998,o
0.90400004,0.365,o
0.05499983,0.10800028,o
-0.07599974,0.007999897,o
0.901,0.23000002,o
0.33599997,0.1159997,o
0.8900001,0.403,o
0.30200005,0.05700016,o
0.13100052,0.076999664,o
0.31999993,-0.023000002,o
0.15699959,0.06099987,o
0.21100044,0.06099987,o
0.18899965,0.022000313,o
0.9500003,0.39699984,o
0.22399998,0.10000038,o
0.6960001,0.65400004,o
0.19700003,0.020999908,o
0.86599994,0.47500014,o
0.22399998,0.0010004044,o
0.2670002,0.07499981,o
-0.004000187,0.031000137,o
0.05300045,0.045000076,o
0.44700003,0.17300034,o
0.059999466,0.065999985,o
0.9879999,0.17500019,o
0.91900015,0.28799987,o
1.0270002,0.41400003,o
-0.119000435,-0.028999329,o
-0.059000015,0.011999607,o
1.5949998,1.668,o
0.8670001,0.3169999,o
0.18299961,0.08300018,o
0.9890001,0.24900007,o
0.12900066,0.06899929,o
0.17399979,0.038000107,o
0.015000105,0.072999954,o
0.3119998,0.13300037,o
0.24300003,0.03200054,o
0.19899988,0.1789999,o
1.2900002,0.47599983,o
0.26799965,0.14599991,o
0.11100006,0.04400015,o
0.72199965,0.30200005,o
0.7160001,0.46099997,o
0.5749998,0.12099981,o
0.2739997,0.123000145,o
0.38300037,0.18400002,o
0.27300072,0.08199978,o
0.17799997,0.09200001,o
0.17500019,0.059000015,o
0.29500008,0.09100008,o
0.18300009,0.03999996,o
0.07399988,0.09000015,o
1.0899999,0.20200014,o
0.44799995,0.08199978,o
-0.078999996,0.03000021,o
0.19399977,0.056000233,o
0.07000017,0.09899998,o
0.017999649,0.004000187,o
0.1079998,0.055999756,o
1.25,0.39700007,o
0.23000002,0.08400011,o
0.16800022,0.105000496,o
0.032999992,0.018999577,o
0.14000034,0.04099989,o
0.12200022,0.052000046,o
0.04099989,0.0050001144,o
0.23099995,0.0710001,o
0.605,0.15700006,o
0.43200016,0.17000008,o
0.875,0.39100003,o
0.2659998,0.05000019,o
0.2079997,0.062000275,o
0.8959999,0.34599996,o
0.2859993,0.06000042,o
0.14599991,0.07400036,o
0.34700012,0.09800053,o
0.5,0.037000656,o
0.16400051,0.06199932,o
0.24200058,0.08899975,o
0.032000065,0.019000053,o
0.08500004,0.073999405,o
0.13199997,0.01999998,o
-0.11700058,0.06800079,o
0.45199966,0.09200001,o
0.27699995,0.25699997,o
0.18499947,0.031000137,o
0.21099997,0.07099962,o
0.804,0.40099996,o
0.25,0.022000313,o
0.342,0.1369996,o
0.61500025,0.2619996,o
0.20499992,0.10099983,o
0.21700001,0.04300022,o
0.6550002,0.28100014,o
0.15600014,0.08799982,o
1.0210001,0.227,o
1.2619998,0.7490001,o
0.20100021,0.08199978,o
0.062000275,0.07200003,o
0.08699989,0.06400013,o
0.32299995,0.13700008,o
-0.059000015,0.013999939,o
0.6830001,0.24099994,o
-0.08500004,-0.007999897,o
0.25999975,0.13100004,o
0.25899982,0.05000019,o
1.0610001,0.24300003,o
0.31099987,0.0880003,o
0.89800024,0.21299982,o
0.1760006,0.076999664,o
0.19799995,0.024000168,o
0.099999905,0.022000313,o
0.9849999,0.339,o
0.838,0.43300003,o
0.9519999,0.526,o
0.22399998,0.06499958,o
0.12699986,0.06499958,o
0.3340001,0.099999905,o
0.90999985,0.5710001,o
0.1079998,0.040999413,o
0.19099998,0.09599972,o
0.44500017,0.13500023,o
0.6719997,0.32500005,o
0.16899967,-0.005999565,o
0.11499977,0.03700018,o
0.15699959,0.022000313,o
0.2739992,0.11300087,o
0.5680003,0.15599966,o
0.18299961,0.031000137,o
0.29900026,0.07200003,o
0.23200035,0.14899969,o
0.25099993,0.05499983,o
0.11899996,0.0630002,o
0.24299908,0.0880003,o
-0.062000275,0.008000374,o
0.18099976,0.08300018,o
0.2420001,0.0630002,o
0.05700016,0.07999992,o
0.296,0.036999702,o
0.91199994,0.62100005,o
0.10100031,0.0710001,o
0.1800003,0.04400015,o
0.877,0.42100003,o
0.11100006,0.041000366,o
0.112999916,0.07800007,o
0.34800005,0.065999985,o
0.97499996,0.25599998,o
0.3739996,0.09300041,o
0.11899996,0.06700039,o
0.16200018,0.07399988,o
-0.038000107,0.03600025,o
0.12599993,0.11399984,o
0.45200014,0.15899992,o
0.4960003,0.116000175,o
0.08699989,0.03700018,o
0.10099983,0.031000137,o
0.92899966,0.57700014,o
-0.041999817,-9.999275E-4,o
-0.052000046,0.004000187,o
0.96300006,0.41400003,o
-0.024000168,0.0020003319,o
0.862,0.69700015,o
0.21500015,0.083999634,o
0.08599949,0.0720005,o
0.52699995,0.10599995,o
0.95599985,0.27399993,o
0.14300013,0.112999916,o
0.22900009,0.06799984,o
0.18199968,0.35300016,o
0.2300005,0.05799961,o
0.1449995,0.032999992,o
0.23999977,0.05499983,o
0.0,0.0050001144,o
0.5669999,0.14900017,o
0.062000275,0.03399992,o
0.86800003,0.33500004,o
0.30900002,0.26800013,o
0.30299997,0.09800005,o
-0.06700039,0.006000042,o
1.0410001,0.30799985,o
0.26500034,0.15099955,o
0.5100002,0.15799999,o
0.5450001,0.16400003,o
0.941,0.155,o
0.06399965,0.06400013,o
0.26900005,0.031000137,o
0.24199963,0.04400015,o
-0.0020008087,-0.028999329,o
0.6370001,0.19000006,o
0.31200027,0.12199974,o
0.263,0.13600016,o
0.9120002,0.26099992,o
0.7670002,0.4249997,o
0.16399956,0.05600071,o
0.1970005,0.08500004,o
0.22600031,0.08899975,o
0.32299995,0.07600021,o
0.34899998,0.12400007,o
0.25800037,0.07800007,o
0.30200005,0.07599926,o
0.39499974,0.09500003,o
0.24699974,0.11100006,o
0.21399975,0.020999908,o
0.25999928,0.06700039,o
0.51399994,0.64699984,o
0.119999886,0.0720005,o
0.25899982,0.09700012,o
0.24500036,0.08499956,o
0.22699976,0.059000015,o
0.17199993,0.0880003,o
0.099999905,0.09000015,o
0.1500001,0.07200003,o
0.10599995,-0.005999565,o
0.15899992,0.07399988,o
-0.031000137,0.0149998665,o
0.36400032,0.0899992,o
0.099999905,0.06799984,o
0.91499996,0.43499994,o
0.54799986,0.21500015,o
0.49300003,0.1260004,o
0.17500019,0.04300022,o
1.0510001,0.35599995,o
0.25,0.058000565,o
0.12799978,0.06699991,o
-0.06699991,0.031000137,o
0.865,0.533,o
0.0909996,0.07000017,o
0.20800018,0.019999504,o
0.21500015,0.08099985,o
0.32800007,0.1630001,o
0.93299997,0.37199998,o
0.7909999,0.5040002,o
0.9330001,0.61,o
0.30699968,0.031000137,o
0.24800014,0.034000397,o
0.12900019,0.03799963,o
0.15299988,0.17499971,o
0.11499977,0.04300022,o
1.1060001,0.493,o
0.106999874,0.07800007,o
0.44899988,0.15500021,o
0.8110001,0.24399996,o
0.5420003,0.19199991,o
0.71899986,0.19500017,o
0.171,0.0630002,o
0.35200024,0.17499971,o
0.981,0.44799998,o
0.2789998,0.36000013,o
0.2340002,0.04699993,o
0.28700018,0.13999987,o
0.2819996,0.11100006,o
-0.11100006,-0.04400015,o
0.27799988,0.10099983,o
0.56899977,0.10200024,o
0.93000007,0.549,o
0.32400036,0.042999268,o
0.21999979,0.1340003,o
0.2319994,0.065999985,o
1.014,0.39199996,o
0.44099998,0.17300034,o
0.33100033,0.0539999,o
0.2699995,0.048999786,o
0.3080001,0.06400013,o
0.8799999,0.31500006,o
-0.05100012,0.032999992,o
0.5909996,0.2710004,o
0.16100025,0.045999527,o
0.18099976,0.13800001,o
0.99300003,0.431,o
0.04300022,0.0539999,o
0.7720001,0.40100002,o
0.872,0.51600003,o
0.16800022,0.09899998,o
1.2649999,0.88800013,o
0.23399973,0.09700012,o
0.93100005,0.305,o
0.5339999,0.085999966,o
-0.05099964,0.033999443,o
0.19699955,0.09500027,o
0.14800072,0.019000053,o
0.24199963,0.06300068,o
0.06399965,0.010000229,o
0.5999999,0.26399994,o
0.25300026,0.041000366,o
0.849,0.311,o
0.763,0.6079998,o
0.8449998,0.342,o
0.22200012,0.019999504,o
0.16799974,0.18600035,o
0.28399992,0.07000017,o
0.032999992,0.015999794,o
0.14000034,0.029000282,o
1.246,0.51600003,o
0.7529998,0.3080001,o
-0.07600021,-0.018999577,o
0.76399994,0.29500008,o
0.4250002,0.20300007,o
0.96099985,0.41900003,o
0.15999985,0.026000023,o
0.70199966,0.45800018,o
0.19099998,0.06500006,o
0.08099985,0.07399988,o
0.26900005,0.1409998,o
1.008,0.416,o
0.48600006,0.20100021,o
0.36399984,0.2880001,o
0.029000282,0.11199999,o
0.13200092,0.0539999,o
0.13099957,0.059000015,o
0.12899971,0.066999435,o
-0.0069999695,-0.043999672,o
0.17700005,0.13199997,o
0.2249999,0.062999725,o
0.028000355,0.08699989,o
1.091,0.40100002,o
1.4059999,0.83500004,o
0.27699995,0.07399988,o
0.34400034,0.10899973,o
-0.026000023,0.16000032,o
0.9589999,0.28900015,o
0.67499995,0.14599991,o
0.7310004,0.12299967,o
1.097,0.34399998,o
0.10299969,0.055999756,o
0.16499996,0.043999672,o
0.30599976,0.09800053,o
0.15799999,0.055999756,o
0.7379999,0.68700004,o
0.69399977,0.47200012,o
0.03399992,0.05100012,o
0.20099926,0.06300068,o
0.15799999,0.06499958,o
0.024999619,0.019000053,o
1.0450001,0.55500007,o
0.41400003,0.12000036,o
0.9519999,0.49900007,o
0.17500019,0.09800005,o
-0.04400015,9.999275E-4,o
0.421,0.12799978,o
0.8110001,0.5079999,o
0.42299986,0.125,o
-0.031000137,0.045000076,o
0.23000002,0.11499977,o
0.93499994,0.32299995,o
