spSpec-53237-1886-248	-0.8510456504
spSpec-53239-1888-343	-0.696069848789
spSpec-53239-1908-105	-0.786016722092
spSpec-53239-1908-479	-0.774741119118
spSpec-53260-1898-305	-0.588065509834
spSpec-53262-1880-148	-0.852729670006
spSpec-53269-1916-101	-0.754653115826
spSpec-53269-1916-424	2.74959509075
spSpec-53327-2038-143	-0.802503483403
spSpec-53327-2046-073	-0.799940884683
spSpec-53378-2048-204	1.08185002791
spSpec-53387-2041-187	-0.844478021733
spSpec-53387-2041-562	-0.818062952963
spSpec-53401-2052-228	-0.780934610321
spSpec-53401-2052-434	-0.755912329547
spSpec-53401-2052-458	-0.761202785508
spSpec-53401-2052-591	-0.757606266136
spSpec-53430-2072-102	2.88510700502
spSpec-53430-2072-109	4.54996921183
spSpec-53430-2072-596	9.46574135668
spSpec-53446-2053-414	-0.775664990847
spSpec-53524-2181-231	-0.790465679274
spSpec-53555-2179-142	-0.799451758798
spSpec-53558-2248-411	-0.444802207269
spSpec-53566-2249-554	-0.813757026715
spSpec-53709-2312-164	-0.697880169197
spSpec-53710-2307-173	-0.62195629455
spSpec-53710-2307-221	-0.804878003954
spSpec-53712-2314-025	-0.851102497476
spSpec-53713-2314-025	-0.854996412772
spSpec-53729-2055-403	-0.77193557362
spSpec-53738-2051-567	-0.59855225087
spSpec-53741-2071-523	2.03243462039
spSpec-53741-2071-530	1.57532720754
spSpec-53741-2071-562	2.09401308869
spSpec-53741-2071-570	1.55794329661
spSpec-53741-2071-574	1.62995296273
spSpec-53741-2071-579	1.90978682502
spSpec-53741-2071-607	-0.34619099874
spSpec-53757-2316-529	-0.776255369887
spSpec-53763-2397-274	1.14495993292
spSpec-53764-2404-414	3.06215065024
spSpec-53770-2387-569	-0.831208878319
spSpec-53800-2383-544	-0.557158102216
spSpec-53816-2057-076	-0.799809461601
spSpec-53905-2182-603	-0.826236786553
spSpec-54065-2441-032	-0.785853857907
spSpec-54065-2441-406	-0.869410958839
spSpec-54086-2669-112	-0.759264306925
spSpec-54110-2540-008	-0.840182250297
spSpec-54110-2540-232	-0.890782397254
spSpec-54149-2689-407	-0.828119200882
spSpec-54152-2317-403	-0.822146849474
spSpec-54153-2683-507	-0.608062794423
spSpec-54156-2393-331	-0.92491613311
spSpec-54169-2382-326	-0.759131481515
spSpec-54169-2382-502	-0.747396087528
spSpec-54180-2457-244	-0.842169011062
spSpec-54180-2457-543	-0.604565302102
spSpec-54180-2677-639	-0.648732893215
spSpec-54206-2550-045	-0.376456887393
spSpec-54206-2550-072	-0.679487727097
spSpec-54206-2550-073	6.94675316333
spSpec-54206-2550-075	-0.768430287275
spSpec-54206-2550-094	-0.527193357145
spSpec-54206-2550-182	-0.593132422675
spSpec-54206-2550-217	-0.629356104551
spSpec-54206-2550-245	-0.673376583861
spSpec-54206-2550-299	-0.7241486436
spSpec-54206-2550-317	-0.673014168943
spSpec-54206-2550-361	-0.54494816202
spSpec-54206-2550-507	-0.548452198193
spSpec-54206-2550-552	-0.501699877343
spSpec-54206-2550-563	-0.570265098471
spSpec-54206-2550-570	-0.60261486277
spSpec-54271-2449-420	-0.608668848709
spSpec-54271-2449-594	-0.782833236825
spSpec-54331-2801-280	-0.844981205759
spSpec-54368-2679-636	-0.78078834511
spSpec-54368-2679-638	-0.82330806658
spSpec-54368-2803-063	-0.776173931051
spSpec-54368-2804-179	-0.781383301087
spSpec-54368-2804-182	-0.777751166549
spSpec-54380-2624-486	1.11313741957
spSpec-54397-2620-017	-0.670377212407
spSpec-54397-2620-020	1.42101191642
spSpec-54397-2620-023	1.31264396324
spSpec-54397-2620-475	-0.828484529236
spSpec-54397-2713-248	-0.74156391283
spSpec-54397-2798-268	-0.666599587937
spSpec-54414-2815-237	-0.746162700855
spSpec-54414-2815-614	-0.843843747492
spSpec-54425-2806-264	-0.827867044484
spSpec-54425-2806-381	-0.54261628916
spSpec-54433-2807-257	-0.781066803703
spSpec-54433-2807-467	-0.83788032034
spSpec-54433-2807-638	-0.420852723686
spSpec-54453-2857-635	-0.857327678464
spSpec-54454-2849-082	-0.885049388429
spSpec-54454-2849-544	-0.73347691467
spSpec-54481-2541-415	-0.836549432838
spSpec-54502-2943-304	-0.76176132225
spSpec-54515-2939-367	-0.846401080037
spSpec-54523-2877-561	-0.849017276336
spSpec-54523-2944-185	1.94349486541
spSpec-54526-2938-273	-0.790584634347
spSpec-54526-2938-548	-0.791047555389
spSpec-54533-2872-119	1.18252686329
spSpec-54534-2870-225	-0.838224052405
spSpec-54552-2892-293	2.27701993442
spSpec-54552-2892-616	-0.54068201546
spSpec-54552-2893-142	-0.89488519926
spSpec-54561-2462-371	9.95512282638
spSpec-54574-2904-301	-0.84270791843
spSpec-54574-2904-518	-0.836836638375
spSpec-54581-2876-234	-0.837709805703
spSpec-54583-2861-624	-0.859606626169
spSpec-54589-2963-331	-0.831448405972
spSpec-54616-2797-640	-0.360051336407
spSpec-54626-2934-207	4.25684672085
spSpec-54626-2936-193	1.52711124416
spSpec-54629-2796-491	-0.865226417738
spSpec-54629-2902-073	-0.808758633035
spSpec-54631-2553-122	-0.442769812228
spSpec-54631-2553-430	-0.86035546384
spSpec-54632-2552-304	-0.84053824306
spSpec-54632-2552-347	-0.941479429107
spSpec-54632-2964-012	-0.861140716713
test	1.57532720754
