# col1    HIP     RA               DE               RARad          DERad          
  68218   68218   209.4907279656   -59.8846814093   3.6563029554   -1.0451848621  
  68704   68704   210.9652719275   -59.4631075491   3.6820386025   -1.0378270102  
  68817   68817   211.3418340399   -62.5073909208   3.6886108512   -1.0909597784  
  68978   68978   211.8300989842   -59.5115765758   3.6971326821   -1.0386729543  
  69041   69041   211.9861289537   -61.5089312102   3.6998559188   -1.073533369   
  69105   69105   212.1876435846   -59.7170546136   3.7033730126   -1.0422592226  
  69618   69618   213.7381830355   -57.086075373    3.7304350312   -0.9963399723  
  69741   69741   214.1136629567   -64.7806121514   3.7369883921   -1.1306349735  
  69949   69949   214.7124332797   -58.6864070163   3.7474389057   -1.0242710286  
  70042   70042   214.9891160772   -73.9684416808   3.7522679315   -1.2909928499  
  70248   70248   215.5966540239   -80.1089110552   3.762871469    -1.3981642581  
  70418   70418   216.0924058134   -82.8482232649   3.77152397     -1.4459742754  
  71064   71064   217.9981582588   18.7669039596    3.8047856249   0.3275442645   
  71264   71264   218.621920256    -64.2020278764   3.8156723255   -1.1205367729  
  71352   71352   218.8768812151   -42.1577456838   3.8201222337   -0.7357914674  
  71668   71668   219.8819686495   -68.2033733371   3.8376643187   -1.1903734257  
  71709   71709   220.0228375427   -59.9313448167   3.8401229447   -1.0459992922  
  72592   72592   222.6423720258   -66.2593234817   3.8858424463   -1.1564433549  
  72616   72616   222.7094091993   -60.2862032821   3.8870124657   -1.0521927408  
  74376   74376   227.9839925649   -48.7377035954   3.9790713121   -0.8506333976  
  74911   74911   229.6335362007   -47.8751914428   4.0078612797   -0.8355797207  
  76013   76013   232.878419333    -73.3895466908   4.0644951742   -1.2808892263  
  76127   76127   233.2324829512   31.3591550749    4.0706747501   0.5473205067   
  76371   76371   233.9719374229   -44.9583367782   4.0835806653   -0.784671003   
  77859   77859   238.4828003051   -23.9780360022   4.1623100747   -0.4184956764  
  77986   77986   238.8775435773   42.5661521315    4.1691996445   0.7429195046   
  78207   78207   239.5474007625   -14.2793175107   4.1808908579   -0.2492211055  
  78682   78682   240.935297102    -60.4984573996   4.2051142187   -1.055897274   
  79038   79038   241.9990846239   -55.1304529103   4.2236808135   -0.9622079214  
  80126   80126   245.3299924417   -23.7079235524   4.281816122    -0.4137813248  
  80569   80569   246.7559929898   -18.45619694     4.3067045267   -0.322121404   
  80640   80640   246.9757767066   -59.8487133305   4.3105404762   -1.0445571007  
  80721   80721   247.2078664109   -44.8126105092   4.3145912057   -0.7821275998  
  81256   81256   248.9527567039   -42.1229034441   4.3450452864   -0.7351833556  
  81377   81377   249.2897083303   -10.5671517789   4.3509262017   -0.1844315911  
  81645   81645   250.1769261365   -41.1269500113   4.3664110736   -0.717800689   
  82874   82874   254.0604133136   -46.8493980529   4.4341907113   -0.8176762486  
  83105   83105   254.7366929947   -46.128988154    4.4459940184   -0.8051027239  
  83323   83323   255.4474598191   -58.958226336    4.4583992397   -1.0290151707  
  84401   84401   258.8301969063   -33.548413231    4.5174391396   -0.5855302697  
  84483   84483   259.0732709907   -42.3390332314   4.5216815827   -0.738955532   
  84650   84650   259.5854651106   -32.5530888313   4.5306210565   -0.5681585818  
  84735   84735   259.820170138    -39.80697253     4.534717432    -0.6947627359  
  84745   84745   259.8506108413   -38.0036812734   4.5352487225   -0.6632893661  
  85079   85079   260.8170037773   -47.468153711    4.5521154611   -0.8284755721  
  85467   85467   261.9783829713   -47.0262168964   4.5723853519   -0.8207623196  
  85792   85792   262.9605068417   -49.8759816353   4.5895266471   -0.8705000972  
  85895   85895   263.2972555493   -58.5575577005   4.5954040208   -1.0220221838  
  86253   86253   264.3788108191   -35.3330652538   4.6142807213   -0.6166783235  
  86291   86291   264.4784088576   -24.9658089843   4.616019035    -0.4357355672  
  86468   86468   265.0043435939   -32.201052968    4.6251983278   -0.5620143969  
  86884   86884   266.2821049432   -9.8151003602    4.6474994704   -0.1713058177  
  86964   86964   266.5632760171   -1.1500502371    4.6524068314   -0.0200721632  
  87196   87196   267.2139311348   -33.8625143035   4.6637629055   -0.5910123676  
  87232   87232   267.353127759    -38.9837827804   4.6661923449   -0.6803953644  
  87278   87278   267.5051394839   24.4680803987    4.66884545     0.4270485646   
  87280   87280   267.5138900448   48.3941194038    4.6689981761   0.8446367222   
  87302   87302   267.5785914299   -47.2305073761   4.6701274283   -0.8243278611  
  87774   87774   268.958673685    -23.1301610592   4.6942144076   -0.403697467   
  88123   88123   269.9851159898   -33.4083206727   4.7121292054   -0.5830851933  
  88149   88149   270.0658230253   4.3686465756     4.7135378089   0.0762472666   
  88172   88172   270.1152258643   19.5057834567    4.7144000511   0.3404401445   
  88463   88463   270.9336741934   -25.3125189299   4.7286846692   -0.4417867973  
  88615   88615   271.3888186019   -19.7542028191   4.7366284377   -0.3447758803  
  88938   88938   272.313007501    13.4850994637    4.7527585769   0.2353593856   
  89129   89129   272.85129617     -20.7124978904   4.7621534865   -0.3615012845  
  89170   89170   272.9621243245   -15.6798559118   4.7640878027   -0.2736651119  
  89238   89238   273.1564800826   -28.2362850125   4.7674799506   -0.492816142   
  89605   89605   274.2814060172   -56.0233200058   4.787113612    -0.977791392   
  89975   89975   275.3656952697   25.0567649399    4.8060380295   0.4373230481   
  89977   89977   275.3683441224   5.4357456446     4.8060842607   0.0948716588   
  90096   90096   275.8006979542   -12.0147074061   4.8136302586   -0.2096962029  
  90610   90610   277.3416120178   -25.2565890073   4.8405242825   -0.440810636   
  90801   90801   277.8508833997   -19.1586033305   4.8494127449   -0.3343807082  
  90958   90958   278.3243233533   5.4455543727     4.8576758309   0.0950428534   
  90970   90970   278.3459993894   30.8921058639    4.8580541491   0.5391689602   
  91119   91119   278.8062614455   34.4580010799    4.8660872374   0.6014055725   
  91130   91130   278.8352975142   -22.0909300901   4.8665940124   -0.3855594649  
  91487   91487   279.8759794244   -21.9655422988   4.8847573382   -0.3833710351  
  91550   91550   280.0458698045   -22.6638237082   4.8877224847   -0.3955583448  
  91725   91725   280.5690484362   -15.8557805058   4.8968536744   -0.2767355753  
  91777   91777   280.7214346807   -39.2856542407   4.8995133161   -0.6856640153  
  91904   91904   281.0381465443   11.2153070875    4.9050409809   0.1957440353   
  91946   91946   281.1389201604   -7.1105940589    4.9067998123   -0.1241032781  
  91987   91987   281.2329730675   -0.3733915187    4.9084413452   -0.0065169114  
  92128   92128   281.6586688433   -7.9319774158    4.9158711381   -0.1384391221  
  92180   92180   281.8099065193   2.6018850969     4.9185107335   0.0454114617   
  92279   92279   282.0943836972   15.3941452533    4.9234757969   0.2686785202   
  92420   92420   282.5199746618   33.3626780182    4.9309037605   0.5822885787   
  92477   92477   282.6965639785   8.7028051313     4.9339858255   0.1518926037   
  92510   92510   282.790611878    -7.7988156931    4.935627271    -0.1361150116  
  92594   92594   283.0092200171   59.6670178885    4.9394427028   1.041385917    
  92609   92609   283.0543191352   -62.1875606829   4.9402298309   -1.0853776877  
  92694   92694   283.3103057059   -10.2201198425   4.9446976394   -0.1783747412  
  92729   92729   283.4362281929   60.0178776413    4.9468954014   1.0475095749   
  93051   93051   284.3191387946   2.5353767462     4.9623050984   0.044250672    
  93215   93215   284.8132926392   -7.1335890324    4.97092971     -0.1245046161  
  93581   93581   285.8880382139   -20.1285723137   4.9896875589   -0.3513098606  
  93680   93680   286.1604297065   23.329295738     4.9944416873   0.4071730228   
  93696   93696   286.1997136295   -18.7075551176   4.9951273211   -0.3265084318  
  93769   93769   286.4454325731   -29.0811092532   4.9994159257   -0.5075611066  
  93903   93903   286.8255397301   36.1001674658    5.0060500471   0.6300667828   
  93996   93996   287.0695802568   -19.2902864325   5.0103093578   -0.3366790119  
  94011   94011   287.1048852      9.133553925      5.0109255453   0.1594105884   
  94066   94066   287.2451826537   -3.341172391     5.0133741978   -0.0583144591  
  94260   94260   287.7968783289   15.7877269166    5.0230031038   0.2755478161   
  94331   94331   288.0136612823   2.6226164632     5.0267866801   0.0457732923   
  94384   94384   288.1677267285   -6.458791553     5.0294756294   -0.1127271783  
  94596   94596   288.7559573611   9.8076395273     5.0397421907   0.1711756016   
  94682   94682   288.9916140715   13.1082050415    5.0438551762   0.228781337    
  94910   94910   289.7017010299   19.6104758233    5.0562485316   0.342267371    
  94988   94988   289.9265412023   -0.0498434091    5.0601727329   -8.699316E-4   
  95108   95108   290.2255230302   7.3540754017     5.0653909502   0.1283528292   
  95133   95133   290.3261796369   5.4227130435     5.0671477394   0.094644197    
  95152   95152   290.3946565044   8.8729525288     5.0683428862   0.154862236    
  95176   95176   290.4317584265   -15.9550021626   5.0689904369   -0.2784673199  
  95673   95673   291.9016517186   37.9412076686    5.0946449145   0.662198996    
  95700   95700   291.9752605863   20.2474034109    5.0959296316   0.3533838545   
  95929   95929   292.6379781445   3.4444000312     5.107496235    0.0601161213   
  95951   95951   292.6891528726   27.9652788803    5.1083894025   0.4880861927   
  96196   96196   293.4038303059   3.7613346493     5.1208628768   0.0656476739   
  96387   96387   293.9512557151   36.944543241     5.1304172526   0.6448039202   
  96984   96984   295.7011507429   17.9682863243    5.1609586824   0.3136057573   
  97117   97117   296.0660538403   7.5882282697     5.1673274429   0.1324395677   
  97189   97189   296.3026466033   24.0511445116    5.1714567656   0.4197716606   
  97275   97275   296.5564985051   5.9881392569     5.1758873171   0.1045127461   
  97545   97545   297.3894054242   -1.1010180502    5.1904242852   -0.0192163901  
  97607   97607   297.5728328489   7.9024280515     5.1936256977   0.1379233884   
  97679   97679   297.76705697     22.6100867071    5.1970155481   0.3946204572   
  97681   97681   297.769743592    27.7169177934    5.1970624385   0.483751474    
  98425   98425   299.9799798988   37.0428860378    5.2356383393   0.6465203258   
  98441   98441   300.0294045961   32.7896824594    5.236500963    0.5722879196   
  98635   98635   300.5054351783   29.5858934588    5.244809264    0.516371253    
  98696   98696   300.6934363991   21.8544349133    5.2480905043   0.3814318454   
  98778   98778   300.923323837    36.4256136814    5.252102797    0.6357468908   
  98807   98807   301.0031115331   26.2713317316    5.253495355    0.4585212376   
  98950   98950   301.3569384682   46.6718267324    5.2596708      0.8145770444   
  99021   99021   301.541461033    35.3860202133    5.2628913263   0.6176025619   
  99089   99089   301.7413950681   46.299505304     5.2663808335   0.8080788096   
  99303   99303   302.3567365052   36.8395899722    5.2771205676   0.6429721401   
  99327   99327   302.4149839504   21.0788103379    5.2781371773   0.3678946428   
  99531   99531   303.0029109555   26.4788310041    5.2883984393   0.4621427831   
  99599   99599   303.1879490104   47.3948296148    5.2916279626   0.8271958252   
  99667   99667   303.3874525766   36.3283875278    5.2951099567   0.6340499743   
  99820   99820   303.8011677419   34.5134252756    5.3023306485   0.6023729072   
  99824   99824   303.81621225     25.5919691193    5.3025932247   0.4466641232   
  99898   99898   304.0356534411   37.5564181916    5.306423196    0.6554831527   
  99953   99953   304.2007748127   32.3798558269    5.3093051076   0.5651350955   
  99995   99995   304.2907464097   15.8726953085    5.3108754082   0.2770307943   
  100013  100013  304.3548909199   39.5935393399    5.3119949411   0.691037624    
  100435  100435  305.5142897598   24.4461160674    5.3322302682   0.4266652147   
  100574  100574  305.9348553861   37.476448272     5.3395705231   0.6540874143   
  100628  100628  306.0654911958   42.3003987045    5.3418505481   0.7382812323   
  100744  100744  306.3867231864   54.6842132113    5.347457104    0.9544195694   
  101066  101066  307.3340967368   46.6664078809    5.3639918917   0.8144824676   
  101084  101084  307.3629412829   56.068179066     5.364495324    0.9785743303   
  101118  101118  307.4490283406   36.9804044058    5.3659978266   0.6454298156   
  101160  101160  307.5747960888   10.8959155634    5.3681928879   0.1901696016   
  101411  101411  308.2713192684   31.6570639762    5.3803495107   0.5525199979   
  101780  101780  309.4170326962   18.2843755317    5.4003459823   0.3191225547   
  101921  101921  309.8051923568   -2.4129833469    5.4071206464   -0.0421145042  
  102097  102097  310.3550159954   54.2094496966    5.4167168792   0.9461333829   
  102195  102195  310.5930180799   35.4562136109    5.4208707992   0.6188276678   
  102589  102589  311.8521957952   36.4907366545    5.4428475962   0.6368835011   
  102700  102700  312.1365670847   53.9061128624    5.4478108115   0.9408391564   
  102754  102754  312.2983401826   45.4110650924    5.4506342847   0.7925726027   
  102827  102827  312.4776736749   46.6613280084    5.4537642446   0.8143938071   
  102926  102926  312.7916208396   55.4887568058    5.4592436563   0.9684615041   
  103007  103007  313.0404954227   44.4346223335    5.4635873372   0.7755304616   
  103189  103189  313.5927004344   40.7029565045    5.4732251328   0.7104006063   
  103277  103277  313.8462898643   40.3000314638    5.4776511033   0.7033682377   
  103632  103632  314.95645895     47.5209452172    5.4970272091   0.8293969577   
  103700  103700  315.2077293676   46.5785866862    5.5014127052   0.8129496986   
  103732  103732  315.2955105469   46.1557650099    5.5029447758   0.8055700682   
  103763  103763  315.40378932     68.1632712304    5.5048345969   1.1896735119   
  103879  103879  315.7335132843   46.2742326399    5.5105893657   0.8076377184   
  104361  104361  317.1234426499   47.2570485401    5.5348482095   0.8247910918   
  104483  104483  317.4942707038   45.5025545577    5.54132038     0.7941693951   
  104883  104883  318.689526715    59.7610316396    5.5621815328   1.0430267665   
  104928  104928  318.8213448461   43.803394553     5.5644821932   0.7645134585   
  105091  105091  319.3283088925   58.611491123     5.573330385    1.0229634996   
  105138  105138  319.4794496814   34.8968811474    5.5759682894   0.6090654747   
  105250  105250  319.7806713159   61.8584627494    5.5812255987   1.0796338452   
  105268  105268  319.8425545966   64.8718423132    5.5823056657   1.1322272402   
  105309  105309  319.9372483283   53.9515062859    5.5839583831   0.9416314211   
  105565  105565  320.7131180265   40.6972592815    5.5974998639   0.710301171    
  105623  105623  320.8974323727   14.0501970628    5.6007167561   0.2452221993   
  105699  105699  321.1264179693   55.3667390377    5.6047133087   0.9663318923   
  105741  105741  321.2601829765   44.4517781452    5.6070479485   0.775829887    
  106079  106079  322.3118386959   44.3381305685    5.6254028034   0.7738463626   
  106145  106145  322.5037096163   45.4941933502    5.6287515827   0.7940234645   
  106284  106284  322.9037881053   42.7007596675    5.6357342696   0.7452688493   
  106518  106518  323.6144165375   51.6984694245    5.6481370755   0.9023085097   
  106620  106620  323.9353208479   29.7455521591    5.6537379123   0.519157823    
  106628  106628  323.9652449381   47.9118789675    5.6542601862   0.8362200388   
  106716  106716  324.2485305184   58.1401853628    5.6592044523   1.0147376623   
  106723  106723  324.2700948565   -19.4660135566   5.659580821    -0.3397460288  
  106740  106740  324.3371097305   13.4745966488    5.6607504512   0.2351760769   
  107164  107164  325.6007798876   57.7360650461    5.6828056561   1.0076844322   
  107353  107353  326.1417204746   59.0571493156    5.6922468504   1.0307417024   
  107456  107456  326.4673521337   50.2924863488    5.697930195    0.8777694758   
  107469  107469  326.5117396439   50.6741409215    5.6987049032   0.8844306047   
  107521  107521  326.6432836661   52.1241550132    5.7010007795   0.9097381248   
  108022  108022  328.2656773359   25.92513872      5.7293168908   0.4524790297   
  108073  108073  328.4504446625   62.6144299336    5.732541689    1.0928279616   
  108226  108226  328.8791289976   65.3208121045    5.7400236421   1.1400632413   
  108326  108326  329.1876359509   51.5760424614    5.7454081042   0.9001717561   
  108546  108546  329.8319729599   60.297667778     5.7566539065   1.052392834    
  108597  108597  329.9814241765   -31.5256892057   5.7592623223   -0.5502270756  
  108654  108654  330.1678821927   56.7106278411    5.7625166286   0.9897871767   
  108684  108684  330.2554289464   48.1840233549    5.7640446077   0.8409698544   
  108738  108738  330.4091665003   50.167954734     5.7667278342   0.8755959891   
  108874  108874  330.8284568085   -2.1553358632    5.7740458306   -0.0376177073  
  108975  108975  331.1531616396   -26.8223355659   5.779712999    -0.4681380687  
  109113  109113  331.534816092    49.9024553909    5.7863741258   0.8709621514   
  109240  109240  331.9597199714   21.7030915896    5.7937900975   0.3787904061   
  110177  110177  334.7510129807   45.8023800086    5.8425073509   0.7994023364   
  110186  110186  334.781654374    52.1203252487    5.8430421441   0.9096712828   
  110287  110287  335.0946119546   51.8610015197    5.8485042843   0.9051452299   
  110386  110386  335.3794638869   12.2051724485    5.8534758884   0.213020445    
  110662  110662  336.2652698792   57.841595163     5.8689361195   1.0095262802   
  110672  110672  336.3192185253   1.3773926365     5.869877701    0.0240400366   
  110699  110699  336.4239585677   52.4384592107    5.8717057596   0.9152237679   
  110921  110921  337.0938974567   47.449824476     5.883398399    0.8281556666   
  111071  111071  337.5238984088   54.7901690187    5.8909033314   0.9562688471   
  111546  111546  338.967851644    39.6343412402    5.9161050696   0.6917497515   
  111785  111785  339.6326357521   55.8348353118    5.9277077411   0.9745017135   
  111954  111954  340.1638564251   -27.043615075    5.9369792909   -0.4720001247  
  112148  112148  340.7387744636   44.7217466451    5.9470135036   0.7805417262   
  112558  112558  341.9565573934   58.147091372     5.9682678253   1.0148581949   
  112632  112632  342.1803477697   55.1260596361    5.9721737042   0.9621312443   
  112641  112641  342.1995163649   54.4148968749    5.9725082593   0.9497191126   
  112778  112778  342.5907016609   41.9534030019    5.9793357307   0.7322250148   
  113017  113017  343.3150221744   62.1458401709    5.9919775085   1.0846495274   
  113226  113226  343.9461019083   43.5593000651    6.0029919277   0.760253206    
  113301  113301  344.1773027316   62.6248848549    6.0070271433   1.0930104344   
  113327  113327  344.2687243472   48.6840812087    6.0086227515   0.8496975104   
  113640  113640  345.2281224769   38.7078629335    6.0253674077   0.6755796546   
  113726  113726  345.4801935572   42.3259793564    6.029766878    0.7387276989   
  113889  113889  345.9691942423   3.8200701113     6.03830155     0.0666728011   
  114329  114329  347.3197625877   49.650613465     6.0618734144   0.8665666806   
  114815  114815  348.8663543536   62.0790512542    6.0888665329   1.0834838409   
  115224  115224  350.0792469397   55.8078021776    6.110035502    0.9740298963   
  115244  115244  350.1429495734   58.2776278709    6.1111473227   1.0171364866   
  115368  115368  350.5436125195   56.3482294172    6.1181402103   0.983462131    
  115583  115583  351.1891004059   25.4963899328    6.1294060992   0.4449959517   
  116299  116299  353.4624463178   57.2210914679    6.1690834704   0.9986964477   
  117205  117205  356.4794196562   54.7354076607    6.2217395886   0.9553130811   
  117514  117514  357.471359302    62.2140992514    6.2390522014   1.0858408731   
  117700  117700  358.0506030458   67.1687417982    6.2491619119   1.1723156988   
  117928  117928  358.7932301395   72.4602913436    6.2621231998   1.2646706609   
  118214  118214  359.693443167    46.4131775236    6.2778348811   0.8100627641   
  118224  118224  359.7051471822   32.3817106918    6.2780391547   0.565167469    
