# col1    HIP     RA               DE               RARad          DERad           _r        _RAJ2000     _DEJ2000     RAJ2000      DEJ2000      2MASS              Jmag     e_Jmag   Hmag     e_Hmag   Kmag     e_Kmag   Qflg Rflg Bflg Cflg Xflg   Aflg   Separation             
  58128   58128   178.8403171799   -63.7035467623   3.1213523701   -1.1118366362   2.2E-5    178.840269   -63.703552   178.840269   -63.703552   11552166-6342127   7.622    0.023    7.585    0.034    7.394    0.023    AAA 111 111 000 0      0      2.197769422284641E-5   
  58794   58794   180.8860655886   -61.0982979963   3.1570574155   -1.0663664674   9.1E-5    180.885905   -61.098251   180.885905   -61.098251   12033261-6105537   7.101    0.017    7.069    0.031    6.937    0.023    AAA 111 111 000 0      0      9.073348799806288E-5   
  58974   58974   181.3871109295   -69.9132008419   3.1658023064   -1.2202155453   3.2E-5    181.387019   -69.9132     181.387019   -69.9132     12053288-6954475   8.676    0.027    8.662    0.047    8.638    0.023    AAA 112 111 000 0      0      3.158379616384068E-5   
  59173   59173   182.0219015106   -50.6612544934   3.1768814921   -0.8842056941   6.5E-5    182.021824   -50.661297   182.021824   -50.661297   12080523-5039406   5.125    0.262    4.949    0.076    4.871    0.026    DEA 311 111 000 0      0      6.496911938906551E-5   
  59196   59196   182.0897652216   -50.7224099171   3.1780659373   -0.8852730576   8.3E-5    182.089668   -50.722466   182.089668   -50.722466   12082152-5043208   2.788    0.298    2.809    0.244    2.668    0.244    DDD 333 111 000 0      0      8.326794506182411E-5   
  59232   59232   182.2274921918   -41.2315845837   3.1804697264   -0.7196269068   4.7E-5    182.22747    -41.231628   182.22747    -41.231628   12085459-4113538   5.655    0.292    5.383    0.033    5.235    0.02     DAA 311 111 000 0      0      4.651355014718489E-5   
  59653   59653   183.5074316803   -59.3969036739   3.2028088847   -1.0366715346   5.7E-5    183.507337   -59.396873   183.507337   -59.396873   12140176-5923487   7.825    0.02     7.827    0.036    7.617    0.029    AAA 111 111 000 0      0      5.7133071759227734E-5  
  60189   60189   185.1404610968   -22.2158339039   3.2313106248   -0.3877394477   2.17E-4   185.140251   -22.215931   185.140251   -22.215931   12203366-2212573   5.313    0.019    5.336    0.026    5.318    0.02     AAA 111 111 000 0      0      2.173892169846779E-4   
  60737   60737   186.7181549943   -60.7538619254   3.2588465779   -1.0603549239   1.4E-5    186.718135   -60.753872   186.718135   -60.753872   12265235-6045139   9.325    0.024    9.304    0.024    9.323    0.021    AAA 222 111 000 0      0      1.4032833676551376E-5  
  61281   61281   188.371010458    69.7882098755    3.2876943478   1.2180340414    1.48E-4   188.370608   69.788261    188.370608   69.788261    12332894+6947177   3.823    0.264    3.908    0.25     3.82     0.036    DDE 331 111 000 0      0      1.4814650206261532E-4  
  61448   61448   188.8853229116   -64.2212428468   3.2966707935   -1.1208721374   9.0E-6    188.885308   -64.221237   188.885308   -64.221237   12353247-6413164   9.577    0.023    9.382    0.025    9.156    0.021    AAA 222 111 000 0      0      8.731579882371406E-6   
  61738   61738   189.8109857103   -75.3705693465   3.3128266571   -1.3154645942   1.52E-4   189.810387   -75.370583   189.810387   -75.370583   12391449-7522140   6.169    0.026    6.169    0.033    6.102    0.024    AAA 111 111 000 0      0      1.5182918958992023E-4  
  61966   61966   190.4858200194   -59.6858108182   3.3246047377   -1.0417139155   6.1E-5    190.485702   -59.685825   190.485702   -59.685825   12415656-5941089   4.856    0.037    4.933    0.018    4.791    0.02     EEA 111 111 000 0      0      6.123414983881542E-5   
  62027   62027   190.7095117151   -63.0586158424   3.3285088943   -1.1005804682   2.0E-5    190.709517   -63.058636   190.709517   -63.058636   12425028-6303310   4.655    0.22     4.339    0.208    4.038    0.31     DCD 333 111 d00 0      0      2.0299318915044973E-5  
  62291   62291   191.4748514059   -60.5515146493   3.3418665918   -1.0568232977   2.5E-5    191.474866   -60.551491   191.474866   -60.551491   12455396-6033053   8.444    0.021    8.392    0.027    8.303    0.026    AAA 111 111 dd0 0      0      2.471377849893065E-5   
  63005   63005   193.6538385659   -57.1686439369   3.3798970921   -0.9977810656   7.2E-5    193.653715   -57.168617   193.653715   -57.168617   12543689-5710070   5.316    0.017    5.383    0.047    5.313    0.021    EAA 111 111 000 0      0      7.220615045815678E-5   
  63007   63007   193.6634167529   -59.146665308    3.380064263    -1.0323040512   9.5E-5    193.663233   -59.146679   193.663233   -59.146679   12543917-5908480   5.267    0.28     5.013    0.059    4.97     0.023    DAA 311 111 000 0      0      9.522571709503885E-5   
  63049   63049   193.7852691253   -59.0187257518   3.3821909881   -1.0300710847   4.0E-5    193.785211   -59.018753   193.785211   -59.018753   12550845-5901075   8.178    0.027    7.986    0.057    7.647    0.031    AAA 111 111 000 0      0      4.046847504337516E-5   
  63275   63275   194.5034920042   -59.0843275629   3.3947263421   -1.0312160523   1.9E-5    194.503456   -59.084324   194.503456   -59.084324   12580082-5905035   8.356    0.029    8.387    0.059    8.317    0.033    AAA 111 111 000 0      0      1.883809157028455E-5   
  63688   63688   195.7723355863   -71.4757232009   3.4168718403   -1.2474867051   4.6E-5    195.772252   -71.475761   195.772252   -71.475761   13030534-7128327   6.21     0.029    6.242    0.055    6.158    0.023    AAA 111 111 000 0      0      4.619509406782733E-5   
  64359   64359   197.8730373684   -55.3568371238   3.453536003    -0.9661590713   6.0E-5    197.872936   -55.356819   197.872936   -55.356819   13112950-5521245   7.522    0.023    7.447    0.027    7.149    0.024    AAA 111 111 000 0      0      6.0407187221791834E-5  
  64578   64578   198.5480659045   -63.3737311247   3.4653174735   -1.1060802674   2.2E-5    198.548055   -63.373753   198.548055   -63.373753   13141153-6322255   7.509    0.023    7.364    0.038    7.103    0.026    AAA 111 111 000 0      0      2.2414550530852018E-5  
  64622   64622   198.6695568207   -38.6515895341   3.46743789     -0.6745974985   1.8E-5    198.669535   -38.651585   198.669535   -38.651585   13144068-3839057   7.396    0.024    7.476    0.042    7.438    0.017    AAA 111 111 000 0      0      1.7633938316810913E-5  
  64653   64653   198.7917103398   -60.9668695339   3.4695698711   -1.064072608    1.3E-5    198.791684   -60.966869   198.791684   -60.966869   13151000-6058007   7.928    0.03     7.671    0.046    7.519    0.023    AAA 111 111 000 0      0      1.2794251983695985E-5  
  65637   65637   201.8544431989   -62.6490097299   3.5230246436   -1.0934314929   1.7E-5    201.854456   -62.648994   201.854456   -62.648994   13272506-6238563   7.219    0.021    6.994    0.038    6.716    0.031    AAA 111 111 000 0      0      1.6793449068013915E-5  
  65681   65681   202.0062962144   -61.0625002751   3.5256749787   -1.0657416793   4.6E-5    202.006205   -61.062489   202.006205   -61.062489   13280148-6103449   7.097    0.027    7.078    0.046    7.008    0.023    AAA 111 111 000 0      0      4.55520432525167E-5    
  65693   65693   202.0305163665   -66.2797603248   3.5260977001   -1.1568000451   3.7E-5    202.030561   -66.279793   202.030561   -66.279793   13280733-6616472   8.723    0.023    8.521    0.031    8.29     0.021    AAA 112 111 000 0      0      3.7283268550528686E-5  
  65818   65818   202.3928806249   -61.1933609993   3.5324221495   -1.0680256298   1.6E-5    202.392907   -61.193371   202.392907   -61.193371   13293429-6111361   9.616    0.032    9.536    0.034    9.438    0.029    AEE 222 111 0c0 0      0      1.6171954295953083E-5  
  65848   65848   202.4774024478   -65.5019912772   3.5338973336   -1.1432254144   1.7E-5    202.47744    -65.501999   202.47744    -65.501999   13295458-6530071   7.275    0.026    7.174    0.042    7.037    0.034    AAA 111 111 000 0      0      1.73813638711938E-5    
  65952   65952   202.8177344908   -53.0965503638   3.5398372483   -0.9267096253   2.3E-5    202.817696   -53.09655    202.817696   -53.09655    13311624-5305475   8.921    0.026    8.983    0.024    8.927    0.021    AAA 122 111 000 0      0      2.311537107697131E-5   
  66372   66372   204.0874726147   -63.1456760231   3.5619983592   -1.102099955    3.2E-5    204.087407   -63.145664   204.087407   -63.145664   13362097-6308443   7.829    0.026    7.812    0.038    7.759    0.033    AAA 111 111 000 0      0      3.1985429860705184E-5  
  66555   66555   204.6483105992   -69.2942626509   3.5717868286   -1.209413036    2.2E-5    204.648285   -69.294243   204.648285   -69.294243   13383558-6917392   7.882    0.019    7.855    0.026    7.788    0.024    AAA 111 111 000 0      0      2.1635152704759182E-5  
  67108   67108   206.3267219056   -66.7546499647   3.6010806321   -1.1650884329   8.7E-5    206.326574   -66.754715   206.326574   -66.754715   13451837-6645169   7.59     0.018    7.622    0.024    7.589    0.02     AAA 111 111 d0d 0      0      8.739039724824054E-5   
  67472   67472   207.4041992056   -42.4736851372   3.6198861586   -0.7413056511   7.3E-5    207.404172   -42.473755   207.404172   -42.473755   13493700-4228255   3.708    0.212    3.74     0.2      4.006    0.036    CCE 331 111 000 0      0      7.268751796513902E-5   
  67611   67611   207.8096261353   -63.8899945913   3.6269621934   -1.1150907647   2.8E-5    207.809564   -63.889988   207.809564   -63.889988   13511429-6353239   8.808    0.03     8.783    0.023    8.762    0.023    AAA 122 111 ss0 0      0      2.8128660830513092E-5  
  67809   67809   208.3676441534   -39.0572000796   3.6367014451   -0.681676738    5.0E-5    208.367583   -39.057217   208.367583   -39.057217   13532821-3903259   7.85     0.024    7.79     0.031    7.613    0.02     AAA 111 111 000 0      0      5.04111450415499E-5    
  67861   67861   208.4885296308   -47.128153382    3.6388112947   -0.8225414469   4.3E-5    208.488466   -47.128155   208.488466   -47.128155   13535723-4707413   5.876    0.02     5.811    0.021    5.617    0.021    AAA 111 111 000 0      0      4.3322128936402614E-5  
  68218   68218   209.4907279656   -59.8846814093   3.6563029554   -1.0451848621   1.5E-5    209.490727   -59.884666   209.490727   -59.884666   13575777-5953047   8.836    0.029    8.854    0.025    8.814    0.023    AAA 122 111 000 0      0      1.5416914389593336E-5  
  68704   68704   210.9652719275   -59.4631075491   3.6820386025   -1.0378270102   4.0E-6    210.965279   -59.463108   210.965279   -59.463108   14035166-5927471   7.93     0.032    7.721    0.031    7.542    0.029    AAA 111 111 000 0      0      3.6216664099949575E-6  
  68817   68817   211.3418340399   -62.5073909208   3.6886108512   -1.0909597784   2.1E-5    211.341806   -62.507408   211.341806   -62.507408   14052203-6230266   7.89     0.023    7.683    0.044    7.404    0.036    AAA 111 111 0d0 0      0      2.143013489890469E-5   
  68978   68978   211.8300989842   -59.5115765758   3.6971326821   -1.0386729543   2.2E-5    211.830063   -59.511589   211.830063   -59.511589   14071921-5930417   8.683    0.029    8.673    0.042    8.645    0.026    AAA 112 111 sss 0      0      2.2083528147941934E-5  
  69041   69041   211.9861289537   -61.5089312102   3.6998559188   -1.073533369    1.1E-5    211.986112   -61.508938   211.986112   -61.508938   14075666-6130321   7.793    0.02     7.841    0.036    7.799    0.023    AAA 111 111 000 0      0      1.0559617907385491E-5  
  69105   69105   212.1876435846   -59.7170546136   3.7033730126   -1.0422592226   2.4E-5    212.187603   -59.717068   212.187603   -59.717068   14084502-5943014   8.254    0.019    8.283    0.023    8.221    0.027    AAA 111 111 000 0      0      2.445479851053738E-5   
  69618   69618   213.7381830355   -57.086075373    3.7304350312   -0.9963399723   8.8E-5    213.738089   -57.086147   213.738089   -57.086147   14145714-5705101   5.034    0.018    4.992    0.024    4.766    0.021    EAA 111 111 d00 0      0      8.798472581584005E-5   
  69741   69741   214.1136629567   -64.7806121514   3.7369883921   -1.1306349735   9.0E-6    214.113645   -64.780617   214.113645   -64.780617   14162727-6446502   9.043    0.023    9.034    0.022    9.013    0.021    AAA 122 111 000 0      0      9.058038787148434E-6   
  69949   69949   214.7124332797   -58.6864070163   3.7474389057   -1.0242710286   4.1E-5    214.712378   -58.686436   214.712378   -58.686436   14185097-5841111   7.061    0.024    7.037    0.04     6.926    0.026    AAA 111 111 000 0      0      4.081018084048803E-5   
  70042   70042   214.9891160772   -73.9684416808   3.7522679315   -1.2909928499   5.1E-5    214.988959   -73.968414   214.988959   -73.968414   14195735-7358062   6.323    0.02     6.262    0.034    6.109    0.017    AAA 111 111 000 0      0      5.145882994985371E-5   
  70248   70248   215.5966540239   -80.1089110552   3.762871469    -1.3981642581   6.0E-5    215.596682   -80.108971   215.596682   -80.108971   14222320-8006322   5.302    0.046    5.316    0.02     5.331    0.018    EAA 111 111 000 0      0      6.013711735522366E-5   
  70418   70418   216.0924058134   -82.8482232649   3.77152397     -1.4459742754   4.2E-5    216.092082   -82.848236   216.092082   -82.848236   14242209-8250536   6.276    0.034    6.234    0.026    6.219    0.026    AAA 111 111 000 0      0      4.227780374480094E-5   
  71064   71064   217.9981582588   18.7669039596    3.8047856249   0.3275442645    4.9E-5    217.998174   18.766857    217.998174   18.766857    14315956+1846006   8.908    0.019    8.899    0.061    8.911    0.021    AAA 112 111 000 0      0      4.926807222904234E-5   
  71264   71264   218.621920256    -64.2020278764   3.8156723255   -1.1205367729   3.7E-5    218.621915   -64.202065   218.621915   -64.202065   14342925-6412074   8.383    0.021    8.238    0.038    8.022    0.021    AAA 111 111 000 0      0      3.719400358311959E-5   
  71352   71352   218.8768812151   -42.1577456838   3.8201222337   -0.7357914674   8.4E-5    218.876823   -42.157818   218.876823   -42.157818   14353043-4209281   2.747    0.288    2.776    0.214    2.75     0.262    DCD 333 111 000 0      0      8.42138403605973E-5    
  71668   71668   219.8819686495   -68.2033733371   3.8376643187   -1.1903734257   8.0E-6    219.881952   -68.203369   219.881952   -68.203369   14393166-6812121   6.576    0.026    6.515    0.024    6.347    0.027    AAA 111 111 000 0      0      7.551806149397174E-6   
  71709   71709   220.0228375427   -59.9313448167   3.8401229447   -1.0459992922   1.0E-5    220.022817   -59.931343   220.022817   -59.931343   14400547-5955528   8.496    0.024    8.451    0.038    8.341    0.031    AAA 111 111 000 0      0      1.045175868065989E-5   
  72592   72592   222.6423720258   -66.2593234817   3.8858424463   -1.1564433549   8.4E-5    222.642403   -66.259407   222.642403   -66.259407   14503417-6615338   7.794    0.023    7.846    0.038    7.861    0.023    AAA 111 111 000 0      0      8.444412581526666E-5   
  72616   72616   222.7094091993   -60.2862032821   3.8870124657   -1.0521927408   7.0E-6    222.709418   -60.286198   222.709418   -60.286198   14505026-6017103   7.943    0.027    7.62     0.046    7.276    0.033    AAA 111 111 000 0      0      6.850516750172594E-6   
  74376   74376   227.9839925649   -48.7377035954   3.9790713121   -0.8506333976   2.33E-4   227.983658   -48.737778   227.983658   -48.737778   15115607-4844160   3.93     0.248    3.85     0.248    3.973    0.236    DDD 333 111 000 0      0      2.3285507968706513E-4  
  74911   74911   229.6335362007   -47.8751914428   4.0078612797   -0.8355797207   1.41E-4   229.633326   -47.875198   229.633326   -47.875198   15183199-4752307   4.514    0.254    4.572    0.212    4.428    0.017    DCA 331 111 000 0      0      1.411440512760514E-4   
  76013   76013   232.878419333    -73.3895466908   4.0644951742   -1.2808892263   8.7E-5    232.878627   -73.38961    232.878627   -73.38961    15313087-7323225   5.641    0.02     5.672    0.02     5.586    0.017    AAA 111 111 000 0      0      8.678806521713787E-5   
  76127   76127   233.2324829512   31.3591550749    4.0706747501   0.5473205067    6.1E-5    233.23245    31.359209    233.23245    31.359209    15325578+3121331   4.429    0.258    4.472    0.18     4.43     0.016    DCA 331 111 0d0 0      0      6.082474155009316E-5   
  76371   76371   233.9719374229   -44.9583367782   4.0835806653   -0.784671003    7.5E-5    233.971834   -44.958351   233.971834   -44.958351   15355324-4457300   4.967    0.037    5.071    0.023    5.099    0.031    EAA 111 111 000 0      0      7.455323139415594E-5   
  77859   77859   238.4828003051   -23.9780360022   4.1623100747   -0.4184956764   3.6E-5    238.482775   -23.978064   238.482775   -23.978064   15535586-2358410   5.437    0.03     5.418    0.044    5.365    0.023    AAA 111 111 000 0      0      3.6310760699517364E-5  
  77986   77986   238.8775435773   42.5661521315    4.1691996445   0.7429195046    6.9E-5    238.877464   42.566189    238.877464   42.566189    15553059+4233582   5.821    0.02     5.887    0.016    5.85     0.015    AAA 111 111 000 0      0      6.924039438332784E-5   
  78207   78207   239.5474007625   -14.2793175107   4.1808908579   -0.2492211055   4.7E-5    239.547354   -14.279305   239.547354   -14.279305   15581136-1416454   5.098    0.216    4.829    0.08     4.591    0.02     CAA 311 111 000 0      0      4.701295046027996E-5   
  78682   78682   240.935297102    -60.4984573996   4.2051142187   -1.055897274    3.6E-5    240.935227   -60.498466   240.935227   -60.498466   16034445-6029544   7.201    0.02     7.186    0.049    7.094    0.02     AAA 111 111 000 0      0      3.5576703707727E-5     
  79038   79038   241.9990846239   -55.1304529103   4.2236808135   -0.9622079214   1.7E-5    241.999086   -55.130436   241.999086   -55.130436   16075978-5507495   8.477    0.027    8.299    0.034    8.045    0.027    AAA 111 111 000 0      0      1.6928590918993338E-5  
  80126   80126   245.3299924417   -23.7079235524   4.281816122    -0.4137813248   7.2E-5    245.329952   -23.707985   245.329952   -23.707985   16211918-2342287   6.565    0.039    6.506    0.029    6.418    0.021    AAA 111 111 000 0      0      7.174212001856006E-5   
  80569   80569   246.7559929898   -18.45619694     4.3067045267   -0.322121404    8.9E-5    246.756043   -18.456272   246.756043   -18.456272   16270145-1827225   3.404    0.288    3.149    0.194    2.885    0.28     DCD 333 111 000 0      0      8.879394086048884E-5   
  80640   80640   246.9757767066   -59.8487133305   4.3105404762   -1.0445571007   5.7E-5    246.975708   -59.848759   246.975708   -59.848759   16275416-5950555   8.373    0.02     8.346    0.029    8.304    0.029    AAA 111 111 sss 0      0      5.7242133072859154E-5  
  80721   80721   247.2078664109   -44.8126105092   4.3145912057   -0.7821275998   1.8E-5    247.207847   -44.812599   247.207847   -44.812599   16284988-4448453   6.477    0.023    6.316    0.036    6.077    0.024    AAA 111 111 000 0      0      1.794674142203486E-5   
  81256   81256   248.9527567039   -42.1229034441   4.3450452864   -0.7351833556   1.4E-5    248.952751   -42.122917   248.952751   -42.122917   16354866-4207225   7.953    0.024    7.724    0.038    7.483    0.027    AAA 111 111 000 0      0      1.4200726258771698E-5  
  81377   81377   249.2897083303   -10.5671517789   4.3509262017   -0.1844315911   1.08E-4   249.289777   -10.567068   249.289777   -10.567068   16370954-1034014   2.533    0.296    2.667    0.212    2.684    0.272    DCD 333 111 000 0      0      1.0759109967419012E-4  
  81645   81645   250.1769261365   -41.1269500113   4.3664110736   -0.717800689    3.4E-5    250.176926   -41.126984   250.176926   -41.126984   16404246-4107371   7.472    0.019    7.447    0.027    7.43     0.017    AAA 111 111 000 0      0      3.398885552397641E-5   
  82874   82874   254.0604133136   -46.8493980529   4.4341907113   -0.8176762486   3.4E-5    254.060432   -46.84943    254.060432   -46.84943    16561450-4650579   7.29     0.019    7.312    0.029    7.229    0.02     AAA 111 111 ddd 0      0      3.44084987882817E-5    
  83105   83105   254.7366929947   -46.128988154    4.4459940184   -0.8051027239   4.2E-5    254.736754   -46.128986   254.736754   -46.128986   16585682-4607443   7.533    0.02     7.388    0.027    7.249    0.02     AAA 111 111 00d 0      0      4.233377692433445E-5   
  83323   83323   255.4474598191   -58.958226336    4.4583992397   -1.0290151707   3.7E-5    255.447463   -58.958263   255.447463   -58.958263   17014739-5857297   5.947    0.019    5.856    0.026    5.633    0.016    AAA 111 111 000 0      0      3.6700672798975174E-5  
  84401   84401   258.8301969063   -33.548413231    4.5174391396   -0.5855302697   9.0E-6    258.830204   -33.54842    258.830204   -33.54842    17151924-3332543   5.655    0.021    5.683    0.027    5.591    0.018    AAA 111 111 000 0      0      8.987291177009132E-6   
  84483   84483   259.0732709907   -42.3390332314   4.5216815827   -0.738955532    2.9E-5    259.073279   -42.339062   259.073279   -42.339062   17161758-4220206   6.197    0.018    6.119    0.031    5.992    0.021    AAA 111 111 000 0      0      2.9371444196457578E-5  
  84650   84650   259.5854651106   -32.5530888313   4.5306210565   -0.5681585818   3.5E-5    259.585483   -32.55312    259.585483   -32.55312    17182051-3233112   5.838    0.021    5.777    0.038    5.746    0.026    AAA 111 111 000 0      0      3.462455233083567E-5   
  84735   84735   259.820170138    -39.80697253     4.534717432    -0.6947627359   7.7E-5    259.820167   -39.807049   259.820167   -39.807049   17191684-3948253   7.943    0.02     7.801    0.026    7.594    0.033    AAA 111 111 000 0      0      7.650798668534102E-5   
  84745   84745   259.8506108413   -38.0036812734   4.5352487225   -0.6632893661   4.0E-5    259.850627   -38.003643   259.850627   -38.003643   17192415-3800131   7.106    0.024    7.009    0.021    6.79     0.02     AAA 111 111 000 0      0      4.033574201351185E-5   
  85079   85079   260.8170037773   -47.468153711    4.5521154611   -0.8284755721   5.9E-5    260.816991   -47.468212   260.816991   -47.468212   17231607-4728055   5.637    0.248    5.309    0.031    5.127    0.024    DAA 311 111 000 0      0      5.892548718757819E-5   
  85467   85467   261.9783829713   -47.0262168964   4.5723853519   -0.8207623196   1.2E-5    261.9784     -47.026218   261.9784     -47.026218   17275481-4701343   6.311    0.02     6.233    0.034    5.965    0.021    AAA 111 111 000 0      0      1.1660189185915889E-5  
  85792   85792   262.9605068417   -49.8759816353   4.5895266471   -0.8705000972   1.9E-4    262.960375   -49.876152   262.960375   -49.876152   17315049-4952341   2.699    0.264    2.584    0.23     2.487    0.22     DDD 333 111 000 0      0      1.9037618710698132E-4  
  85895   85895   263.2972555493   -58.5575577005   4.5954040208   -1.0220221838   6.0E-5    263.297333   -58.557514   263.297333   -58.557514   17331135-5833270   6.002    0.026    5.669    0.04     5.463    0.017    AAA 111 111 000 0      0      5.951485973482404E-5   
  86253   86253   264.3788108191   -35.3330652538   4.6142807213   -0.6166783235   3.8E-5    264.378809   -35.333103   264.378809   -35.333103   17373091-3519591   6.802    0.024    6.604    0.029    6.338    0.027    AAA 111 111 0s0 0      0      3.777536175033005E-5   
  86291   86291   264.4784088576   -24.9658089843   4.616019035    -0.4357355672   3.0E-5    264.478435   -24.965828   264.478435   -24.965828   17375482-2457569   6.958    0.024    6.773    0.029    6.606    0.026    AAA 111 111 000 0      0      3.0385360660152376E-5  
  86468   86468   265.0043435939   -32.201052968    4.6251983278   -0.5620143969   5.3E-5    265.004303   -32.201012   265.004303   -32.201012   17400103-3212036   6.632    0.019    6.662    0.034    6.678    0.017    AAA 111 111 000 0      0      5.346299685386062E-5   
  86884   86884   266.2821049432   -9.8151003602    4.6474994704   -0.1713058177   4.7E-5    266.282091   -9.815145    266.282091   -9.815145    17450770-0948545   6.856    0.024    6.577    0.038    6.231    0.02     AAA 111 111 000 0      0      4.67062625124218E-5    
  86964   86964   266.5632760171   -1.1500502371    4.6524068314   -0.0200721632   6.0E-6    266.563279   -1.150045    266.563279   -1.150045    17461518-0109001   8.396    0.03     8.327    0.029    8.276    0.027    AAA 111 111 000 0      0      6.026717557488136E-6   
  87196   87196   267.2139311348   -33.8625143035   4.6637629055   -0.5910123676   1.3E-5    267.213919   -33.862522   267.213919   -33.862522   17485134-3351450   7.523    0.023    7.152    0.029    6.896    0.024    AAA 111 111 000 0      0      1.267955555514126E-5   
  87232   87232   267.353127759    -38.9837827804   4.6661923449   -0.6803953644   3.6E-5    267.353139   -38.983818   267.353139   -38.983818   17492475-3859017   7.176    0.018    7.236    0.047    7.273    0.029    AAA 111 111 000 0      0      3.628734045339216E-5   
  87278   87278   267.5051394839   24.4680803987    4.66884545     0.4270485646    5.5E-5    267.505191   24.468109    267.505191   24.468109    17500124+2428051   7.221    0.026    7.281    0.023    7.241    0.023    AAA 111 111 000 0      0      5.4924163828999545E-5  
  87280   87280   267.5138900448   48.3941194038    4.6689981761   0.8446367222    1.09E-4   267.513821   48.394218    267.513821   48.394218    17500331+4823391   6.854    0.024    6.913    0.027    6.947    0.018    AAA 111 111 000 0      0      1.0873388549989005E-4  
  87302   87302   267.5785914299   -47.2305073761   4.6701274283   -0.8243278611   3.6E-5    267.578621   -47.230537   267.578621   -47.230537   17501886-4713499   6.289    0.021    5.807    0.042    5.64     0.015    AAA 111 111 000 0      0      3.578778063587599E-5   
  87774   87774   268.958673685    -23.1301610592   4.6942144076   -0.403697467    2.6E-5    268.9587     -23.130171   268.9587     -23.130171   17555008-2307486   8.41     0.019    8.321    0.044    8.195    0.026    AAA 112 111 000 0      0      2.6161865827139916E-5  
  88123   88123   269.9851159898   -33.4083206727   4.7121292054   -0.5830851933   3.3E-5    269.985155   -33.408325   269.985155   -33.408325   17595643-3324299   7.136    0.02     7.059    0.053    6.881    0.029    AAA 111 111 000 0      0      3.2850718945817775E-5  
  88149   88149   270.0658230253   4.3686465756     4.7135378089   0.0762472666    2.8E-5    270.065802   4.368628     270.065802   4.368628     18001579+0422070   4.987    0.018    5.079    0.061    5.03     0.024    EAA 111 111 000 0      0      2.8009840102237585E-5  
  88172   88172   270.1152258643   19.5057834567    4.7144000511   0.3404401445    3.0E-5    270.115257   19.505789    270.115257   19.505789    18002766+1930208   6.507    0.023    6.566    0.021    6.552    0.017    AAA 111 111 000 0      0      2.9867666020536465E-5  
  88463   88463   270.9336741934   -25.3125189299   4.7286846692   -0.4417867973   4.0E-6    270.933673   -25.312523   270.933673   -25.312523   18034408-2518450   8.169    0.026    8.137    0.051    8.088    0.017    AAA 111 111 000 0      0      4.210649372515787E-6   
  88615   88615   271.3888186019   -19.7542028191   4.7366284377   -0.3447758803   3.0E-6    271.38882    -19.754206   271.38882    -19.754206   18053331-1945151   6.327    0.023    6.093    0.038    5.953    0.02     AAA 111 111 000 0      0      3.442312598054398E-6   
  88938   88938   272.313007501    13.4850994637    4.7527585769   0.2353593856    1.1E-5    272.313017   13.485105    272.313017   13.485105    18091512+1329063   8.506    ""       8.536    0.021    8.674    0.035    UAA 612 012 0cc 0      0      1.0769167516242319E-5  
  89129   89129   272.85129617     -20.7124978904   4.7621534865   -0.3615012845   3.8E-5    272.851335   -20.712488   272.851335   -20.712488   18112432-2042449   7.897    0.019    7.728    0.029    7.435    0.021    AAA 111 111 000 0      0      3.7642848816475545E-5  
  89170   89170   272.9621243245   -15.6798559118   4.7640878027   -0.2736651119   1.9E-5    272.962124   -15.679875   272.962124   -15.679875   18115090-1540475   7.42     0.027    7.317    0.049    7.27     0.026    AAA 111 111 dd0 0      0      1.90907566150606E-5    
  89238   89238   273.1564800826   -28.2362850125   4.7674799506   -0.492816142    8.0E-6    273.156488   -28.236282   273.156488   -28.236282   18123755-2814106   6.415    0.029    6.123    0.027    5.951    0.02     AAA 111 111 000 0      0      7.597988293638796E-6   
  89605   89605   274.2814060172   -56.0233200058   4.787113612    -0.977791392    3.1E-5    274.281375   -56.023346   274.281375   -56.023346   18170753-5601240   5.406    0.03     5.348    0.023    5.266    0.018    AAA 111 111 000 0      0      3.124372442878326E-5   
  89975   89975   275.3656952697   25.0567649399    4.8060380295   0.4373230481    7.0E-6    275.365688   25.056767    275.365688   25.056767    18212776+2503243   7.084    0.019    7.173    0.016    7.202    0.017    AAA 111 111 000 0      0      6.9002413335820365E-6  
  89977   89977   275.3683441224   5.4357456446     4.8060842607   0.0948716588    1.8E-5    275.368357   5.435733     275.368357   5.435733     18212840+0526086   6.128    0.026    6.171    0.031    6.156    0.026    AAA 111 111 000 0      0      1.800639801798373E-5   
  90096   90096   275.8006979542   -12.0147074061   4.8136302586   -0.2096962029   6.3E-5    275.800654   -12.014754   275.800654   -12.014754   18231215-1200531   5.606    0.019    5.592    0.034    5.526    0.021    AAA 111 111 0d0 0      0      6.339753309561046E-5   
  90610   90610   277.3416120178   -25.2565890073   4.8405242825   -0.440810636    2.1E-5    277.341589   -25.256594   277.341589   -25.256594   18292198-2515237   6.461    0.02     6.48     0.038    6.474    0.017    AAA 111 111 000 0      0      2.1407773740838436E-5  
  90801   90801   277.8508833997   -19.1586033305   4.8494127449   -0.3343807082   1.4E-5    277.85087    -19.158598   277.85087    -19.158598   18312420-1909309   7.126    0.026    7.07     0.059    6.998    0.026    AAA 111 111 000 0      0      1.3734175291585883E-5  
  90958   90958   278.3243233533   5.4455543727     4.8576758309   0.0950428534    4.4E-5    278.324319   5.445598     278.324319   5.445598     18331783+0526441   7.112    0.023    7.137    0.053    7.035    0.02     AAA 111 111 000 0      0      4.384201011199402E-5   
