# col1    HIP     RA               DE               RARad          DERad           _r        _RAJ2000     _DEJ2000     RAJ2000      DEJ2000      2MASS              Jmag     e_Jmag   Hmag     e_Hmag   Kmag     e_Kmag   Qflg Rflg Bflg Cflg Xflg   Aflg   Separation             
  26354   26354   84.1762579079    34.2016592696    1.4691528525   0.5969315639    3.0E-6    84.176258    34.201656    84.176258    34.201656    05364230+3412059   8.809    0.018    8.699    0.021    8.501    0.019    AAA 122 111 000 0      0      3.2704871944430992E-6  
  26449   26449   84.4091532137    23.1474659259    1.4732176424   0.4039994939    2.3E-5    84.409171    23.147482    84.409171    23.147482    05373820+2308509   8.563    0.02     8.474    0.021    8.282    0.034    AAA 111 111 000 0      0      2.2931292721086883E-5  
  26451   26451   84.4111846299    21.1425928935    1.4732530973   0.3690078584    6.3E-5    84.411202    21.142532    84.411202    21.142532    05373868+2108331   3.001    0.218    3.047    0.19     2.808    0.28     DCD 333 111 000 0      0      6.301179072591368E-5   
  26476   26476   84.4727243135    0.9686137547     1.4743271674   0.0169054992    3.3E-5    84.472725    0.968581     84.472725    0.968581     05375345+0058068   7.628    0.024    7.671    0.036    7.685    0.033    AAA 111 111 000 0      0      3.276189127130356E-5   
  26566   26566   84.7273970691    26.3157945858    1.4787720455   0.4592972608    2.7E-5    84.727427    26.315798    84.727427    26.315798    05385458+2618568   8.368    0.021    8.272    0.026    8.157    0.027    AAA 111 111 000 0      0      2.7045357943010155E-5  
  26574   26574   84.7417373375    28.4601452037    1.4790223304   0.4967232394    3.1E-5    84.74174     28.460114    84.74174     28.460114    05385801+2827364   7.423    0.019    7.269    0.027    7.021    0.02     AAA 111 111 000 0      0      3.129137148783921E-5   
  26594   26594   84.7964409414    4.1214665209     1.4799770884   0.0719331608    3.9E-5    84.79648     4.121465     84.79648     4.121465     05391115+0407172   5.012    0.288    4.924    0.024    4.805    0.018    DAA 311 111 000 0      0      3.8987268187224826E-5  
  26601   26601   84.8131709022    30.1505635626    1.4802690813   0.5262266055    2.9E-5    84.81314     30.150576    84.81314     30.150576    05391515+3009020   7.232    0.02     7.22     0.02     7.169    0.02     AAA 111 111 000 0      0      2.9474086590040235E-5  
  26612   26612   84.8545454336    -11.2102264932   1.4809912031   -0.1956553622   5.6E-5    84.854555    -11.210282   84.854555    -11.210282   05392509-1112370   8.137    0.026    8.233    0.026    8.241    0.023    AAA 111 111 000 0      0      5.6294422355805725E-5  
  26634   26634   84.9122496633    -34.0740493933   1.4819983319   -0.5947043514   7.8E-5    84.912239    -34.074127   84.912239    -34.074127   05393893-3404268   2.704    0.276    2.815    0.226    2.83     0.262    DDD 333 111 d00 0      0      7.810770752189437E-5   
  26821   26821   85.4229713503    -16.7258433082   1.4909121069   -0.2919210359   2.0E-5    85.422951    -16.72584    85.422951    -16.72584    05414150-1643330   6.424    0.019    6.533    0.024    6.503    0.02     AAA 111 111 000 0      0      1.9768115499160127E-5  
  26845   26845   85.4973415873    29.5226401959    1.4922101124   0.5152672753    5.2E-5    85.497383    29.522678    85.497383    29.522678    05415937+2931216   8.049    0.02     7.949    0.023    7.853    0.018    AAA 111 111 000 0      0      5.222760281331769E-5   
  26872   26872   85.5827851847    43.0596015532    1.4937013845   0.7515318217    3.0E-5    85.582748    43.059589    85.582748    43.059589    05421985+4303345   6.814    0.029    6.753    0.055    6.593    0.021    AAA 111 111 000 0      0      2.9928668482886788E-5  
  26964   26964   85.8312437775    23.2044101442    1.498037805    0.404993358     1.4E-5    85.831249    23.204397    85.831249    23.204397    05431949+2312158   5.771    0.019    5.803    0.023    5.703    0.026    AAA 111 111 000 0      0      1.3993221380467902E-5  
  26998   26998   85.9127517737    25.4395523305    1.4994603879   0.4440039484    3.3E-5    85.912784    25.439537    85.912784    25.439537    05433906+2526223   6.389    0.02     6.295    0.034    6.014    0.024    AAA 111 111 000 0      0      3.289267012401681E-5   
  27023   27023   85.971834219     21.9519487949    1.5004915711   0.3831337837    3.5E-5    85.971798    21.95196     85.971798    21.95196     05435323+2157070   8.076    0.021    7.943    0.021    7.735    0.024    AAA 111 111 000 0      0      3.541251815405193E-5   
  27071   27071   86.1155244538    27.2299209021    1.5029994388   0.4752517748    1.2E-5    86.115516    27.229912    86.115516    27.229912    05442772+2713476   8.967    0.02     8.937    0.026    8.956    0.02     AAE 112 111 000 0      0      1.1651249423388584E-5  
  27088   27088   86.1572676492    29.016605126     1.503727995    0.5064352972    5.6E-5    86.157237    29.016556    86.157237    29.016556    05443773+2900596   7.747    0.021    7.778    0.024    7.767    0.026    AAA 111 111 ddd 0      0      5.5961737610823496E-5  
  27459   27459   87.2235390864    29.1361184956    1.5223379423   0.508521199     2.0E-5    87.223516    29.13612     87.223516    29.13612     05485364+2908100   7.959    0.024    8.015    0.047    8.035    0.029    AAA 111 111 000 0      0      2.0221212257502605E-5  
  27590   27590   87.634512895     18.0263770484    1.5295107884   0.3146196317    1.4E-5    87.634515    18.026363    87.634515    18.026363    05503228+1801349   7.76     0.019    7.898    0.055    7.833    0.024    AAA 111 111 000 0      0      1.4190286916898851E-5  
  27683   27683   87.910482383     21.5411413159    1.5343273646   0.3759638406    1.5E-5    87.910476    21.541128    87.910476    21.541128    05513851+2132280   10.171   0.022    10.089   0.021    9.919    0.017    AAA 222 111 000 0      0      1.4579548392204784E-5  
  27699   27699   87.9764629594    28.2618675838    1.5354789429   0.4932626421    1.0E-5    87.976463    28.261858    87.976463    28.261858    05515435+2815426   8.924    0.023    8.787    0.02     8.698    0.017    AAA 112 111 000 0      0      9.583866720213643E-6   
  27808   27808   88.2753897375    26.4454119286    1.5406961994   0.4615595102    2.1E-5    88.275393    26.445433    88.275393    26.445433    05530609+2626435   7.594    0.024    7.579    0.065    7.255    0.02     AAA 111 111 000 0      0      2.1272911738690506E-5  
  27842   27842   88.3630696579    0.7792163389     1.5422265027   0.0135998907    2.4E-5    88.363093    0.779223     88.363093    0.779223     05532714+0046452   7.758    0.021    7.628    0.051    7.474    0.026    AAA 111 111 000 0      0      2.427185854668452E-5   
  27850   27850   88.3795942306    25.7422477327    1.5425149109   0.4492869798    2.7E-5    88.379596    25.742275    88.379596    25.742275    05533110+2544321   7.521    0.02     7.361    0.029    ""       ""       AAX 119 110 000 0      0      2.7313839805208604E-5  
  27881   27881   88.4993652364    26.4225335978    1.5446053093   0.461160208     2.2E-5    88.499367    26.422556    88.499367    26.422556    05535984+2625212   7.811    0.035    7.691    0.02     7.563    0.024    AAA 111 111 0ss 0      0      2.245780421300263E-5   
  28510   28510   90.2744552066    23.3390000216    1.5755864738   0.4073423945    1.4E-5    90.274445    23.338989    90.274445    23.338989    06010586+2320203   6.917    0.027    6.771    0.031    6.614    0.026    AAA 111 111 000 0      0      1.4467205099823966E-5  
  28783   28783   91.1600446152    46.5851190812    1.5910429248   0.8130637104    3.0E-5    91.160056    46.585148    91.160056    46.585148    06043841+4635065   7.129    0.02     7.044    0.024    6.899    0.038    AAA 111 111 000 0      0      2.9958634685718942E-5  
  28992   28992   91.7652857001    -34.3120217584   1.6016063745   -0.5988577527   2.2E-5    91.765296    -34.312042   91.765296    -34.312042   06070367-3418433   5.866    0.02     5.838    0.031    5.699    0.02     AAA 111 111 000 0      0      2.1956778227156245E-5  
  29298   29298   92.653096741     3.8717219185     1.6171016003   0.0675742952    1.4E-5    92.653086    3.871731     92.653086    3.871731     06103674+0352182   7.573    0.02     7.572    0.027    7.553    0.02     AAA 111 111 000 0      0      1.4046946845304838E-5  
  29478   29478   93.1660457385    32.9726557349    1.6260542492   0.5754814057    2.0E-5    93.166052    32.972675    93.166052    32.972675    06123985+3258216   8.087    0.027    8.09     0.021    8.079    0.026    AAA 111 111 000 0      0      1.9968417286913793E-5  
  29563   29563   93.4257457575    8.7123943936     1.6305868696   0.1520599679    3.5E-5    93.425781    8.7124       93.425781    8.7124       06134218+0842446   8.031    0.035    8.054    0.036    7.836    0.033    AAA 111 111 000 0      0      3.5284098113094204E-5  
  29728   29728   93.9174056888    6.066208028      1.6391679542   0.1058753032    2.9E-5    93.917405    6.066179     93.917405    6.066179     06154017+0603582   6.285    0.027    6.336    0.036    6.381    0.027    AAA 111 111 000 0      0      2.9036079813758617E-5  
  29753   29753   93.9857129149    -44.6196564465   1.6403601402   -0.7787599161   5.6E-5    93.985652    -44.619621   93.985652    -44.619621   06155655-4437106   8.628    0.021    8.576    0.034    8.57     0.021    AAA 112 111 000 0      0      5.600356555841119E-5   
  29771   29771   94.0320685753    -16.618008606    1.6411691991   -0.2900389653   3.0E-6    94.032071    -16.61801    94.032071    -16.61801    06160769-1637048   6.293    0.019    6.346    0.027    6.401    0.021    AAA 111 111 000 0      0      2.7095292193169206E-6  
  29979   29979   94.6643178479    23.0079323223    1.6522040306   0.4015641731    3.5E-5    94.664356    23.007929    94.664356    23.007929    06183944+2300285   7.567    0.029    7.475    0.049    7.364    0.026    AAA 111 111 000 0      0      3.527393457628505E-5   
  30042   30042   94.8264746786    -12.5332622283   1.6550342012   -0.2187466919   5.0E-6    94.826476    -12.533267   94.826476    -12.533267   06191835-1231597   8.052    0.029    8.149    0.055    8.099    0.029    AAA 111 111 000 0      0      4.942974007903775E-6   
  30143   30143   95.1509968278    -34.1441929263   1.6606981812   -0.595928587    3.6E-5    95.150995    -34.144157   95.150995    -34.144157   06203623-3408389   5.957    0.027    6.072    0.034    6.111    0.023    AAA 111 111 000 0      0      3.5958134105350384E-5  
  30214   30214   95.3529908181    -11.7732433846   1.6642236414   -0.2054818607   1.5E-5    95.353006    -11.773245   95.353006    -11.773245   06212472-1146236   5.765    0.044    5.645    0.031    5.483    0.018    AAA 111 111 ddd 0      0      1.4950045756121593E-5  
  30389   30389   95.8528435817    15.1017954348    1.6729477179   0.2635760533    1.9E-5    95.852841    15.101814    95.852841    15.101814    06232468+1506065   7.33     0.026    7.247    0.027    7.061    0.017    AAA 111 111 000 0      0      1.8731775257361007E-5  
  30443   30443   96.0007464486    8.3006933353     1.6755291099   0.1448744289    3.1E-5    96.000721    8.300676     96.000721    8.300676     06240017+0818024   9.634    0.026    9.592    0.023    9.556    0.021    AAA 222 111 000 0      0      3.057197827118932E-5   
  30452   30452   96.0162140401    25.4170056219    1.6757990703   0.4436104341    5.9E-5    96.016253    25.416958    96.016253    25.416958    06240390+2525010   8.042    0.024    7.916    0.016    7.752    0.018    AAA 111 111 000 0      0      5.9212362818961996E-5  
  30468   30468   96.0857524438    -12.9619486777   1.6770127444   -0.2262286819   2.5E-5    96.085741    -12.961926   96.085741    -12.961926   06242057-1257429   6.207    0.024    6.302    0.057    6.269    0.018    AAA 111 111 000 0      0      2.527152010388741E-5   
  30621   30621   96.5264681764    -9.3974020496    1.684704685    -0.1640156069   1.9E-5    96.526458    -9.397386    96.526458    -9.397386    06260634-0923505   8.888    0.029    8.878    0.022    8.769    0.019    AAA 122 111 000 0      0      1.893113352892001E-5   
  30722   30722   96.8157393265    14.8892276746    1.689753419    0.259866046     1.8E-5    96.815722    14.889235    96.815722    14.889235    06271577+1453212   5.906    0.023    5.761    0.021    5.534    0.017    AAA 111 111 000 0      0      1.827698584187572E-5   
  30840   30840   97.1635189213    -32.3712973386   1.695823318    -0.5649857217   5.9E-5    97.163571    -32.371258   97.163571    -32.371258   06283925-3222165   6.018    0.023    6.113    0.027    6.091    0.02     AAA 111 111 000 0      0      5.901057750932107E-5   
  30883   30883   97.2407932234    20.2121667357    1.697172009    0.3527688585    1.1E-5    97.240783    20.212172    97.240783    20.212172    06285778+2012438   4.585    0.378    4.523    0.25     4.346    0.017    DDA 331 111 000 0      0      1.094324506964887E-5   
  30992   30992   97.5734549544    2.8478961057     1.7029780515   0.0497051638    3.2E-5    97.573478    2.847919     97.573478    2.847919     06301763+0250525   8.03     0.034    7.839    0.042    7.652    0.024    AAA 111 111 000 0      0      3.2464404888479765E-5  
  31028   31028   97.6605169971    -22.3218156434   1.7044975708   -0.389589178    2.0E-5    97.660501    -22.321829   97.660501    -22.321829   06303852-2219185   7.486    0.023    7.619    0.04     7.618    0.024    AAA 111 111 000 0      0      1.9934648317013233E-5  
  31066   31066   97.7898358633    11.251381175     1.7067546108   0.1963736469    1.7E-5    97.789822    11.251392    97.789822    11.251392    06310955+1115050   6.042    0.018    5.973    0.038    5.782    0.017    AAA 111 111 dd0 0      0      1.7379732287107086E-5  
  31199   31199   98.180134341     -7.5089745073    1.7135666043   -0.1310563286   3.6E-5    98.180168    -7.508988    98.180168    -7.508988    06324324-0730323   6.92     0.027    6.725    0.051    6.41     0.026    AAA 111 111 000 0      0      3.599490864537034E-5   
  31236   31236   98.2733088923    16.9487594769    1.715192807    0.295811657     5.1E-5    98.273302    16.948709    98.273302    16.948709    06330559+1656553   7.531    0.021    7.522    0.023    7.452    0.024    AAA 111 111 000 0      0      5.090564101161746E-5   
  31583   31583   99.1472095951    -5.2111083222    1.7304452516   -0.0909509979   7.8E-5    99.147257    -5.211171    99.147257    -5.211171    06363534-0512402   5.604    0.018    5.623    0.04     5.607    0.026    AAA 111 111 000 0      0      7.846778259855468E-5   
  31604   31604   99.2163881584    -12.8513614634   1.7316526453   -0.2242985709   8.0E-6    99.216384    -12.851355   99.216384    -12.851355   06365193-1251048   9.005    0.021    8.994    0.023    8.905    0.019    AAA 122 111 000 0      0      7.629701827189122E-6   
  31894   31894   100.0065877774   -4.6987085793    1.7454442304   -0.0820079353   3.0E-5    100.006592   -4.698738    100.006592   -4.698738    06400158-0441554   8.322    0.02     8.255    0.031    8.233    0.029    AAA 111 111 000 0      0      2.9720166430471415E-5  
  32088   32088   100.5539219259   -10.4980848909   1.7549970134   -0.1832261465   9.0E-6    100.553919   -10.498076   100.553919   -10.498076   06421294-1029530   7.879    0.019    7.777    0.047    7.557    0.021    AAA 111 111 000 0      0      9.344773459813838E-6   
  32292   32292   101.1186209813   -31.0705379217   1.7648528712   -0.5422831871   3.8E-5    101.118592   -31.070509   101.118592   -31.070509   06442846-3104138   5.477    0.298    5.156    0.051    4.886    0.021    DAA 311 111 000 0      0      3.8113875104455174E-5  
  32385   32385   101.379961814    -30.9489909416   1.7694141292   -0.5401617921   1.1E-5    101.379949   -30.948988   101.379949   -30.948988   06453118-3056563   6.306    0.02     6.368    0.04     6.394    0.029    AAA 111 111 000 0      0      1.1376493650902742E-5  
  32418   32418   101.5134438259   -39.5402753498   1.7717438298   -0.690107992    2.7E-5    101.51345    -39.540249   101.51345    -39.540249   06460322-3932248   6.804    0.021    6.85     0.04     6.826    0.027    AAA 111 111 000 0      0      2.6776523106847267E-5  
  32434   32434   101.5506482215   -37.7753480982   1.772393169    -0.6593042004   3.6E-5    101.550609   -37.77533    101.550609   -37.77533    06461214-3746311   6.281    0.019    6.284    0.049    6.179    0.023    AAA 111 111 000 0      0      3.589752342652956E-5   
  32586   32586   101.9886178649   0.7761184478     1.7800371813   0.0135458223    1.2E-5    101.988614   0.776107     101.988614   0.776107     06475726+0046339   8.667    0.024    8.695    0.027    8.589    0.021    AAA 112 111 000 0      0      1.2082501235895543E-5  
  32696   32696   102.3161260868   -12.6679267736   1.7857532781   -0.2210970316   4.5E-5    102.316097   -12.667892   102.316097   -12.667892   06491586-1240044   6.528    0.026    6.287    0.044    6.104    0.02     AAA 111 111 000 0      0      4.4883816762555786E-5  
  32759   32759   102.4602726653   -32.5084875333   1.7882691105   -0.5673801423   5.0E-6    102.460274   -32.508492   102.460274   -32.508492   06495046-3230305   3.804    0.274    3.679    0.252    3.547    0.258    DDD 333 111 000 0      0      4.60633399010453E-6    
  32766   32766   102.4813431538   -5.5132001077    1.7886368599   -0.0962234942   7.4E-5    102.481356   -5.513127    102.481356   -5.513127    06495552-0530472   7.7      0.021    7.836    0.053    7.828    0.027    AAA 111 111 000 0      0      7.421750080322583E-5   
  32786   32786   102.5337134443   -12.584761835    1.7895508939   -0.2196455296   2.4E-5    102.533712   -12.584738   102.533712   -12.584738   06500809-1235050   7.473    0.029    7.486    0.055    7.438    0.029    AAA 111 111 000 0      0      2.387664545877078E-5   
  32815   32815   102.6103055371   -14.1133731827   1.7908876781   -0.2463248306   2.7E-5    102.610326   -14.113392   102.610326   -14.113392   06502647-1406482   7.366    0.024    7.219    0.055    6.92     0.029    AAA 111 111 000 0      0      2.7348197373388615E-5  
  32876   32876   102.7598262592   -13.2317698358   1.793497307    -0.2309379495   4.4E-5    102.759782   -13.231761   102.759782   -13.231761   06510234-1313543   8.531    0.027    8.609    0.071    8.568    0.019    AAA 112 111 000 0      0      4.398091422327197E-5   
  32947   32947   102.9406390827   5.0844105603     1.7966530861   0.0887397048    4.5E-5    102.940653   5.084368     102.940653   5.084368     06514575+0505037   6.619    0.019    6.535    0.038    6.292    0.026    AAA 111 111 000 0      0      4.476102233654678E-5   
  32977   32977   103.0431639787   -0.2955335043    1.7984424831   -0.0051580327   3.3E-5    103.043183   -0.29556     103.043183   -0.29556     06521036-0017440   8.087    0.019    8.096    0.04     7.997    0.033    AAA 111 111 000 0      0      3.261628956025452E-5   
  33119   33119   103.467366976    -13.1858639874   1.8058462221   -0.2301367413   1.0E-5    103.467357   -13.18586    103.467357   -13.18586    06535216-1311090   8.501    0.029    8.496    0.053    8.227    0.033    AAA 111 111 000 0      0      1.0499592163313346E-5  
  33200   33200   103.6496268159   -17.9172046445   1.8090272564   -0.3127142138   5.2E-5    103.64964    -17.917255   103.64964    -17.917255   06543591-1755021   7.863    0.024    7.921    0.042    7.984    0.031    AAA 111 111 000 0      0      5.189456420347191E-5   
  33210   33210   103.6751793699   -1.7564851827    1.8094732326   -0.0306564497   3.7E-5    103.675209   -1.756508    103.675209   -1.756508    06544205-0145234   4.303    0.306    3.546    0.234    3.326    0.202    DDC 333 111 000 0      0      3.7386456712176776E-5  
  33267   33267   103.806873467    5.4340170539     1.8117717282   0.0948414892    2.1E-5    103.806856   5.434005     103.806856   5.434005     06551364+0526024   8.293    0.024    8.425    0.047    8.44     0.021    AAA 112 111 000 0      0      2.115789468877997E-5   
  33309   33309   103.9285150368   -24.6788413022   1.8138947741   -0.4307270363   5.0E-6    103.92851    -24.678844   103.92851    -24.678844   06554284-2440438   8.355    0.035    8.353    0.038    8.307    0.036    AAA 111 111 000 0      0      5.312699246185757E-6   
  33361   33361   104.0795211519   -3.807087369     1.816530328    -0.0664462095   2.7E-5    104.079519   -3.80706     104.079519   -3.80706     06561908-0348254   8.043    0.021    8.039    0.051    7.912    0.026    AAA 111 111 000 0      0      2.7453094905657558E-5  
  33377   33377   104.1335849395   46.2739864056    1.8174739191   0.8076334208    1.7E-5    104.133594   46.274002    104.133594   46.274002    06563206+4616264   5.908    0.023    5.977    0.016    5.986    0.021    AAA 111 111 000 0      0      1.6804965943527385E-5  
  33493   33493   104.4287680744   17.902021114     1.8226258367   0.3124492112    4.0E-5    104.428741   17.901991    104.428741   17.901991    06574289+1754071   7.2      0.029    7.183    0.026    7.047    0.027    AAA 111 111 000 0      0      3.9630970489483195E-5  
  33670   33670   104.9276983416   -11.1573895056   1.8313338126   -0.1947331828   1.8E-5    104.927697   -11.157372   104.927697   -11.157372   06594264-1109265   9.748    0.021    9.793    0.022    9.812    0.021    AAA 222 111 000 0      0      1.7555014288764555E-5  
  33673   33673   104.9356312058   -28.3997247702   1.8314722672   -0.4956687039   3.6E-5    104.935645   -28.399691   104.935645   -28.399691   06594455-2823588   7.275    0.018    7.296    0.044    7.153    0.027    AAA 111 111 000 0      0      3.588401243854616E-5   
  33676   33676   104.9435831725   -16.200758761    1.8316110552   -0.2827565817   2.4E-5    104.943594   -16.200737   104.943594   -16.200737   06594646-1612026   8.272    0.024    8.127    0.061    7.805    0.027    AAA 111 111 000 0      0      2.4117420434699225E-5  
  33721   33721   105.0806871084   -22.1190693022   1.8340039703   -0.3860505868   1.2E-5    105.080681   -22.11908    105.080681   -22.11908    07001936-2207086   6.884    0.024    6.987    0.063    6.988    0.024    AAA 111 111 000 0      0      1.2102289816504939E-5  
  33769   33769   105.1980808894   -26.0934485444   1.8360528783   -0.4554165903   2.5E-5    105.198085   -26.093424   105.198085   -26.093424   07004754-2605363   7.924    0.021    7.926    0.029    7.772    0.027    AAA 111 111 000 0      0      2.4820470834215016E-5  
  33846   33846   105.3900381489   -27.2229525894   1.8394031645   -0.4751301548   3.0E-5    105.39004    -27.222923   105.39004    -27.222923   07013360-2713225   7.285    0.026    7.424    0.053    7.436    0.027    AAA 111 111 000 0      0      2.9635149827442774E-5  
  33868   33868   105.456303342    -11.3009339914   1.8405597103   -0.1972385067   7.0E-6    105.4563     -11.30094    105.4563     -11.30094    07014951-1118033   6.243    0.018    6.156    0.029    6.038    0.021    AAA 111 111 000 0      0      6.84421921834656E-6    
  34032   34032   105.9049187933   -2.4741720538    1.848389527    -0.0431824486   1.1E-5    105.904909   -2.474176    105.904909   -2.474176    07033717-0228270   7.5      0.019    7.615    0.033    7.581    0.018    AAA 111 111 000 0      0      1.0549999380658336E-5  
  34116   34116   106.1063868599   -10.4543792005   1.8519058081   -0.1824633383   7.1E-5    106.106318   -10.454358   106.106318   -10.454358   07042551-1027156   6.332    0.02     6.22     0.033    6.117    0.023    AAA 111 111 000 0      0      7.095792537625967E-5   
  34207   34207   106.3945137502   14.4731304258    1.856934571    0.252603779     4.5E-5    106.394472   14.473111    106.394472   14.473111    07053467+1428231   7.156    0.02     7.22     0.024    7.238    0.024    AAA 111 111 000 0      0      4.485045293250177E-5   
  34360   34360   106.8441214498   -23.8407345448   1.8647817057   -0.4160993139   2.5E-5    106.844119   -23.84071    106.844119   -23.84071    07072258-2350265   5.862    0.02     5.844    0.053    5.641    0.023    AAA 111 111 000 0      0      2.4646870684673415E-5  
  34485   34485   107.1976449637   -15.9341494095   1.870951855    -0.2781033707   5.0E-6    107.197646   -15.934154   107.197646   -15.934154   07084743-1556029   6.878    0.024    6.183    0.047    5.876    0.02     AAA 111 111 000 0      0      4.697410866102946E-6   
  34569   34569   107.404084671    -16.0963371226   1.8745549076   -0.2809340803   1.4E-5    107.404074   -16.096327   107.404074   -16.096327   07093697-1605467   9.0      0.021    9.051    0.051    9.028    0.027    AAA 112 111 000 0      0      1.4407780721760386E-5  
  34619   34619   107.5473031438   -9.3363136104    1.8770545415   -0.1629494125   2.3E-5    107.54728    -9.336309    107.54728    -9.336309    07101134-0920107   8.108    0.02     8.106    0.027    8.018    0.016    AAA 111 111 000 0      0      2.3297945042428937E-5  
  34666   34666   107.6921877091   -11.5740614597   1.8795832542   -0.2020054803   2.3E-5    107.692178   -11.574082   107.692178   -11.574082   07104612-1134266   7.809    0.032    7.812    0.027    7.81     0.026    AAA 111 111 000 0      0      2.2635722104029033E-5  
  34719   34719   107.8368772052   -10.4288351319   1.8821085623   -0.1820175102   6.0E-6    107.836871   -10.428835   107.836871   -10.428835   07112084-1025438   7.377    0.029    7.368    0.034    7.291    0.021    AAA 111 111 000 0      0      6.104118414978639E-6   
  34718   34718   107.8372453191   -21.8032953533   1.8821149871   -0.3805392917   1.3E-5    107.837236   -21.803286   107.837236   -21.803286   07112093-2148118   6.817    0.027    6.823    0.031    6.652    0.021    AAA 111 111 000 0      0      1.2741631463901763E-5  
  34839   34839   108.1450518945   -9.845031876     1.8874872253   -0.1718282212   6.3E-5    108.145028   -9.84509     108.145028   -9.84509     07123480-0950423   8.216    0.034    8.18     0.047    8.109    0.027    AAA 111 111 000 0      0      6.271088008590307E-5   
  34852   34852   108.1894950046   -15.5017907476   1.8882629039   -0.2705572885   2.5E-5    108.189487   -15.501767   108.189487   -15.501767   07124547-1530063   7.625    0.027    7.671    0.042    7.569    0.023    AAA 111 111 000 0      0      2.496888460769651E-5   
  34986   34986   108.5827765239   -15.3954536654   1.8951269613   -0.2687013563   6.0E-6    108.582783   -15.395454   108.582783   -15.395454   07141986-1523436   9.33     0.026    9.243    0.024    9.211    0.021    AAA 222 111 000 0      0      6.2526738591945775E-6  
  35021   35021   108.6602253376   2.9019337436     1.8964786981   0.0506482985    2.7E-5    108.660208   2.901913     108.660208   2.901913     07143844+0254068   8.325    0.021    8.042    0.033    7.851    0.017    AAA 111 111 000 0      0      2.7020712138387186E-5  
  35037   35037   108.7027567854   -26.7726860629   1.8972210119   -0.4672715214   5.7E-5    108.702749   -26.772629   108.702749   -26.772629   07144865-2646214   4.543    0.242    4.494    0.076    4.374    0.018    DEE 311 111 d00 0      0      5.748467921032222E-5   
  35363   35363   109.5766700418   -36.7339677409   1.9124736756   -0.6411286844   4.0E-5    109.576628   -36.73399    109.576628   -36.73399    07181839-3644023   4.462    0.137    4.666    0.036    4.516    0.023    BEA 311 111 000 0      0      4.038190496805755E-5   
  35406   35406   109.6591364531   -36.7427494077   1.913912986    -0.6412819534   3.5E-5    109.659112   -36.742779   109.659112   -36.742779   07183818-3644340   5.446    0.024    5.528    0.029    5.555    0.018    AAA 111 111 000 0      0      3.549179822605492E-5   
  35532   35532   109.9974364038   -40.4949000363   1.919817434    -0.7067693359   9.0E-6    109.997444   -40.494907   109.997444   -40.494907   07195938-4029416   9.603    0.023    9.576    0.026    9.558    0.021    AAA 222 111 000 0      0      9.047796697764108E-6   
  35594   35594   110.1790942943   -8.42102164      1.9229879623   -0.146974554    2.9E-5    110.179123   -8.421026    110.179123   -8.421026    07204298-0825156   7.693    0.019    7.643    0.027    7.453    0.04     AAA 111 111 000 0      0      2.8728985035395573E-5  
  35752   35752   110.6188508841   -23.0256094969   1.9306631627   -0.401872698    1.9E-5    110.61883    -23.025612   110.61883    -23.025612   07222851-2301322   9.581    0.022    9.521    0.026    9.443    0.025    AAA 222 111 000 0      0      1.938257296647711E-5   
  35769   35769   110.6804871627   -26.0113512669   1.9317389187   -0.4539837225   1.0E-5    110.680483   -26.01136    110.680483   -26.01136    07224331-2600408   7.022    0.02     7.004    0.044    6.779    0.018    AAA 111 111 000 0      0      9.500656698995166E-6   
  35795   35795   110.7529290357   -31.9237902111   1.9330032679   -0.5571752489   3.4E-5    110.752905   -31.923763   110.752905   -31.923763   07230069-3155255   5.754    0.027    5.856    0.047    5.819    0.027    AAA 111 111 000 0      0      3.40090943241184E-5    
  35864   35864   110.9072814306   -14.1001843875   1.9356972254   -0.2460946427   1.4E-5    110.907295   -14.100179   110.907295   -14.100179   07233775-1406006   7.53     0.032    7.508    0.042    7.4      0.024    AAA 111 111 000 0      0      1.4220611135195023E-5  
  35926   35926   111.0864261047   -26.5077148035   1.9388238898   -0.4626469005   2.3E-5    111.086424   -26.507692   111.086424   -26.507692   07242074-2630276   9.55     0.036    9.406    0.052    9.179    0.034    AEA 222 111 000 0      0      2.288114871106354E-5   
  35933   35933   111.1152036204   15.517199101     1.9393261522   0.270826215     9.0E-6    111.115207   15.517207    111.115207   15.517207    07242764+1531019   6.395    0.018    6.398    0.027    6.291    0.024    AAA 111 111 000 0      0      8.543912116236699E-6   
  35951   35951   111.1674600757   -16.2014234894   1.9402381994   -0.2827681834   5.0E-5    111.167475   -16.201471   111.167475   -16.201471   07244019-1612052   5.418    0.023    5.456    0.04     5.417    0.027    AAA 111 111 000 0      0      4.962511500110715E-5   
  36167   36167   111.7477167343   -41.6291118349   1.9503655886   -0.7265650662   2.3E-5    111.747719   -41.629089   111.747719   -41.629089   07265945-4137447   7.887    0.019    7.909    0.034    7.861    0.038    AAA 111 111 000 0      0      2.289761285279819E-5   
  36188   36188   111.7878010393   8.2894088284     1.9510651917   0.1446774771    1.05E-4   111.787718   8.289343     111.787718   8.289343     07270905+0817216   3.061    0.294    3.109    0.234    3.101    0.264    DDD 333 111 000 0      0      1.0528805618883178E-4  
  36209   36209   111.8507025691   15.6596782176    1.9521630305   0.2733129447    8.0E-6    111.850697   15.659672    111.850697   15.659672    07272416+1539348   7.856    0.027    7.483    0.031    7.321    0.023    AAA 111 111 000 0      0      8.210586605661242E-6   
